task,PPnr,conjunction_single,match_mismatch,trial,accuracy,reaction_time
no_gap,R_WfBh84bVieh94u5,sing,mm,sim_sing_mm,1,2.445
no_gap,R_WfBh84bVieh94u5,sing,mm,sim_sing_mm,1,1.15
no_gap,R_WfBh84bVieh94u5,sing,m,sim_sing_m,0,2.067
no_gap,R_WfBh84bVieh94u5,sing,m,sim_sing_m,1,1.644
no_gap,R_WfBh84bVieh94u5,sing,mm,sim_sing_mm,1,2.397
no_gap,R_WfBh84bVieh94u5,sing,mm,sim_sing_mm,1,0.575
no_gap,R_WfBh84bVieh94u5,sing,m,sim_sing_m,1,2.395
no_gap,R_WfBh84bVieh94u5,sing,m,sim_sing_m,1,1.246
no_gap,R_WfBh84bVieh94u5,sing,mm,sim_sing_mm,1,1.341
no_gap,R_WfBh84bVieh94u5,sing,mm,sim_sing_mm,1,0.609
no_gap,R_WfBh84bVieh94u5,sing,m,sim_sing_m,0,1.232
no_gap,R_WfBh84bVieh94u5,sing,m,sim_sing_m,1,0.936
no_gap,R_WfBh84bVieh94u5,sing,mm,sim_sing_mm,0,18.193
no_gap,R_WfBh84bVieh94u5,sing,mm,sim_sing_mm,1,1.38
no_gap,R_xfUcAaPbjk0g6Jz,conj,m,sim_conj_m,1,0.688
no_gap,R_xfUcAaPbjk0g6Jz,conj,m,sim_conj_m,1,0.492
no_gap,R_xfUcAaPbjk0g6Jz,conj,mm,sim_conj_mm,1,0.657
no_gap,R_xfUcAaPbjk0g6Jz,conj,mm,sim_conj_mm,1,0.876
no_gap,R_xfUcAaPbjk0g6Jz,conj,m,sim_conj_m,1,1.058
no_gap,R_xfUcAaPbjk0g6Jz,conj,m,sim_conj_m,1,0.732
no_gap,R_xfUcAaPbjk0g6Jz,conj,mm,sim_conj_mm,1,0.491
no_gap,R_xfUcAaPbjk0g6Jz,conj,mm,sim_conj_mm,1,0.504
no_gap,R_xfUcAaPbjk0g6Jz,conj,m,sim_conj_m,1,0.569
no_gap,R_xfUcAaPbjk0g6Jz,conj,m,sim_conj_m,1,0.374
no_gap,R_xfUcAaPbjk0g6Jz,conj,mm,sim_conj_mm,1,0.868
no_gap,R_xfUcAaPbjk0g6Jz,conj,mm,sim_conj_mm,1,0.828
no_gap,R_xfUcAaPbjk0g6Jz,conj,m,sim_conj_m,1,1.006
no_gap,R_xfUcAaPbjk0g6Jz,conj,m,sim_conj_m,1,0.6
no_gap,R_xfUcAaPbjk0g6Jz,conj,mm,sim_conj_mm,1,0.665
no_gap,R_xfUcAaPbjk0g6Jz,conj,mm,sim_conj_mm,1,0.788
no_gap,R_xfUcAaPbjk0g6Jz,sing,m,sim_sing_m,1,0.501
no_gap,R_xfUcAaPbjk0g6Jz,sing,m,sim_sing_m,1,1.409
no_gap,R_xfUcAaPbjk0g6Jz,sing,mm,sim_sing_mm,1,0.895
no_gap,R_xfUcAaPbjk0g6Jz,sing,mm,sim_sing_mm,1,0.51
no_gap,R_xfUcAaPbjk0g6Jz,sing,m,sim_sing_m,1,0.7
no_gap,R_xfUcAaPbjk0g6Jz,sing,m,sim_sing_m,1,0.764
no_gap,R_xfUcAaPbjk0g6Jz,sing,mm,sim_sing_mm,1,1.016
no_gap,R_xfUcAaPbjk0g6Jz,sing,mm,sim_sing_mm,1,0.626
no_gap,R_xfUcAaPbjk0g6Jz,sing,m,sim_sing_m,1,0.759
no_gap,R_xfUcAaPbjk0g6Jz,sing,m,sim_sing_m,1,0.73
no_gap,R_xfUcAaPbjk0g6Jz,sing,mm,sim_sing_mm,1,0.718
no_gap,R_xfUcAaPbjk0g6Jz,sing,mm,sim_sing_mm,1,0.811
no_gap,R_xfUcAaPbjk0g6Jz,sing,m,sim_sing_m,1,0.503
no_gap,R_xfUcAaPbjk0g6Jz,sing,m,sim_sing_m,1,0.774
no_gap,R_xfUcAaPbjk0g6Jz,sing,mm,sim_sing_mm,1,0.885
no_gap,R_xfUcAaPbjk0g6Jz,sing,mm,sim_sing_mm,1,0.688
no_gap,R_Y050be3d1qTgt21,conj,m,sim_conj_m,1,0.935
no_gap,R_Y050be3d1qTgt21,conj,m,sim_conj_m,0,0.691
no_gap,R_Y050be3d1qTgt21,conj,mm,sim_conj_mm,1,0.835
no_gap,R_Y050be3d1qTgt21,conj,mm,sim_conj_mm,1,0.632
no_gap,R_Y050be3d1qTgt21,conj,m,sim_conj_m,1,0.717
no_gap,R_Y050be3d1qTgt21,conj,m,sim_conj_m,1,1.169
no_gap,R_Y050be3d1qTgt21,conj,mm,sim_conj_mm,1,0.767
no_gap,R_Y050be3d1qTgt21,conj,mm,sim_conj_mm,1,0.643
no_gap,R_Y050be3d1qTgt21,conj,m,sim_conj_m,1,0.65
no_gap,R_Y050be3d1qTgt21,conj,m,sim_conj_m,1,0.859
no_gap,R_Y050be3d1qTgt21,conj,mm,sim_conj_mm,1,0.668
no_gap,R_Y050be3d1qTgt21,conj,mm,sim_conj_mm,1,0.716
no_gap,R_Y050be3d1qTgt21,conj,m,sim_conj_m,1,0.535
no_gap,R_Y050be3d1qTgt21,conj,m,sim_conj_m,1,0.61
no_gap,R_Y050be3d1qTgt21,conj,mm,sim_conj_mm,1,0.628
no_gap,R_Y050be3d1qTgt21,conj,mm,sim_conj_mm,1,0.783
no_gap,R_Y050be3d1qTgt21,sing,m,sim_sing_m,1,0.744
no_gap,R_Y050be3d1qTgt21,sing,m,sim_sing_m,1,0.82
no_gap,R_Y050be3d1qTgt21,sing,mm,sim_sing_mm,1,0.853
no_gap,R_Y050be3d1qTgt21,sing,mm,sim_sing_mm,1,0.91
no_gap,R_Y050be3d1qTgt21,sing,m,sim_sing_m,1,1.305
no_gap,R_Y050be3d1qTgt21,sing,m,sim_sing_m,1,1.426
no_gap,R_Y050be3d1qTgt21,sing,mm,sim_sing_mm,1,0.897
no_gap,R_Y050be3d1qTgt21,sing,mm,sim_sing_mm,1,0.688
no_gap,R_Y050be3d1qTgt21,sing,m,sim_sing_m,1,0.919
no_gap,R_Y050be3d1qTgt21,sing,m,sim_sing_m,1,0.779
no_gap,R_Y050be3d1qTgt21,sing,mm,sim_sing_mm,1,0.707
no_gap,R_Y050be3d1qTgt21,sing,mm,sim_sing_mm,1,0.967
no_gap,R_Y050be3d1qTgt21,sing,m,sim_sing_m,1,0.825
no_gap,R_Y050be3d1qTgt21,sing,m,sim_sing_m,1,0.78
no_gap,R_Y050be3d1qTgt21,sing,mm,sim_sing_mm,1,1.822
no_gap,R_Y050be3d1qTgt21,sing,mm,sim_sing_mm,1,1.117
no_gap,R_ykzlIRPd0KX2ZW1,conj,m,sim_conj_m,1,1.023
no_gap,R_ykzlIRPd0KX2ZW1,conj,m,sim_conj_m,1,1.065
no_gap,R_ykzlIRPd0KX2ZW1,conj,mm,sim_conj_mm,1,0.949
no_gap,R_ykzlIRPd0KX2ZW1,conj,mm,sim_conj_mm,1,0.591
no_gap,R_ykzlIRPd0KX2ZW1,conj,m,sim_conj_m,1,1.298
no_gap,R_ykzlIRPd0KX2ZW1,conj,m,sim_conj_m,1,0.46
no_gap,R_ykzlIRPd0KX2ZW1,conj,mm,sim_conj_mm,1,0.727
no_gap,R_ykzlIRPd0KX2ZW1,conj,mm,sim_conj_mm,1,1.262
no_gap,R_ykzlIRPd0KX2ZW1,conj,m,sim_conj_m,1,1.676
no_gap,R_ykzlIRPd0KX2ZW1,conj,m,sim_conj_m,1,1.544
no_gap,R_ykzlIRPd0KX2ZW1,conj,mm,sim_conj_mm,1,0.562
no_gap,R_ykzlIRPd0KX2ZW1,conj,mm,sim_conj_mm,1,1.214
no_gap,R_ykzlIRPd0KX2ZW1,conj,m,sim_conj_m,1,0.533
no_gap,R_ykzlIRPd0KX2ZW1,conj,m,sim_conj_m,1,1.364
no_gap,R_ykzlIRPd0KX2ZW1,conj,mm,sim_conj_mm,1,1.33
no_gap,R_ykzlIRPd0KX2ZW1,conj,mm,sim_conj_mm,1,1.058
no_gap,R_ykzlIRPd0KX2ZW1,sing,m,sim_sing_m,1,1.377
no_gap,R_ykzlIRPd0KX2ZW1,sing,m,sim_sing_m,1,0.523
no_gap,R_ykzlIRPd0KX2ZW1,sing,mm,sim_sing_mm,1,1.202
no_gap,R_ykzlIRPd0KX2ZW1,sing,mm,sim_sing_mm,1,0.653
no_gap,R_ykzlIRPd0KX2ZW1,sing,m,sim_sing_m,1,0.835
no_gap,R_ykzlIRPd0KX2ZW1,sing,m,sim_sing_m,1,0.72
no_gap,R_ykzlIRPd0KX2ZW1,sing,mm,sim_sing_mm,1,1.43
no_gap,R_ykzlIRPd0KX2ZW1,sing,mm,sim_sing_mm,1,1.278
no_gap,R_ykzlIRPd0KX2ZW1,sing,m,sim_sing_m,1,0.702
no_gap,R_ykzlIRPd0KX2ZW1,sing,m,sim_sing_m,1,0.999
no_gap,R_ykzlIRPd0KX2ZW1,sing,mm,sim_sing_mm,1,1.159
no_gap,R_ykzlIRPd0KX2ZW1,sing,mm,sim_sing_mm,1,1
no_gap,R_ykzlIRPd0KX2ZW1,sing,m,sim_sing_m,1,0.651
no_gap,R_ykzlIRPd0KX2ZW1,sing,m,sim_sing_m,1,0.942
no_gap,R_ykzlIRPd0KX2ZW1,sing,mm,sim_sing_mm,1,1.219
no_gap,R_ykzlIRPd0KX2ZW1,sing,mm,sim_sing_mm,1,1.343
no_gap,R_ypQ4ZCs1p2l24eJ,conj,m,sim_conj_m,1,0.935
no_gap,R_ypQ4ZCs1p2l24eJ,conj,m,sim_conj_m,1,0.559
no_gap,R_ypQ4ZCs1p2l24eJ,conj,mm,sim_conj_mm,1,1.107
no_gap,R_ypQ4ZCs1p2l24eJ,conj,mm,sim_conj_mm,1,0.688
no_gap,R_ypQ4ZCs1p2l24eJ,conj,m,sim_conj_m,1,0.645
no_gap,R_ypQ4ZCs1p2l24eJ,conj,m,sim_conj_m,1,0.551
no_gap,R_ypQ4ZCs1p2l24eJ,conj,mm,sim_conj_mm,1,0.746
no_gap,R_ypQ4ZCs1p2l24eJ,conj,mm,sim_conj_mm,1,1.174
no_gap,R_ypQ4ZCs1p2l24eJ,conj,m,sim_conj_m,1,0.584
no_gap,R_ypQ4ZCs1p2l24eJ,conj,m,sim_conj_m,1,0.457
no_gap,R_ypQ4ZCs1p2l24eJ,conj,mm,sim_conj_mm,1,0.794
no_gap,R_ypQ4ZCs1p2l24eJ,conj,mm,sim_conj_mm,1,1.288
no_gap,R_ypQ4ZCs1p2l24eJ,conj,m,sim_conj_m,1,0.541
no_gap,R_ypQ4ZCs1p2l24eJ,conj,m,sim_conj_m,1,0.534
no_gap,R_ypQ4ZCs1p2l24eJ,conj,mm,sim_conj_mm,1,0.977
no_gap,R_ypQ4ZCs1p2l24eJ,conj,mm,sim_conj_mm,1,0.612
no_gap,R_ypQ4ZCs1p2l24eJ,sing,m,sim_sing_m,1,0.72
no_gap,R_ypQ4ZCs1p2l24eJ,sing,m,sim_sing_m,1,0.846
no_gap,R_ypQ4ZCs1p2l24eJ,sing,mm,sim_sing_mm,1,0.931
no_gap,R_ypQ4ZCs1p2l24eJ,sing,mm,sim_sing_mm,1,0.603
no_gap,R_ypQ4ZCs1p2l24eJ,sing,m,sim_sing_m,1,1.105
no_gap,R_ypQ4ZCs1p2l24eJ,sing,m,sim_sing_m,1,0.68
no_gap,R_ypQ4ZCs1p2l24eJ,sing,mm,sim_sing_mm,1,0.567
no_gap,R_ypQ4ZCs1p2l24eJ,sing,mm,sim_sing_mm,1,1.083
no_gap,R_ypQ4ZCs1p2l24eJ,sing,m,sim_sing_m,1,1.274
no_gap,R_ypQ4ZCs1p2l24eJ,sing,m,sim_sing_m,1,1.206
no_gap,R_ypQ4ZCs1p2l24eJ,sing,mm,sim_sing_mm,1,0.844
no_gap,R_ypQ4ZCs1p2l24eJ,sing,mm,sim_sing_mm,1,0.905
no_gap,R_ypQ4ZCs1p2l24eJ,sing,m,sim_sing_m,1,0.798
no_gap,R_ypQ4ZCs1p2l24eJ,sing,m,sim_sing_m,1,0.69
no_gap,R_ypQ4ZCs1p2l24eJ,sing,mm,sim_sing_mm,1,1.631
no_gap,R_ypQ4ZCs1p2l24eJ,sing,mm,sim_sing_mm,0,1.169
no_gap,R_yPWGGeD3XC6CB0t,conj,m,sim_conj_m,1,0.748
no_gap,R_yPWGGeD3XC6CB0t,conj,m,sim_conj_m,1,0.807
no_gap,R_yPWGGeD3XC6CB0t,conj,mm,sim_conj_mm,1,0.479
no_gap,R_yPWGGeD3XC6CB0t,conj,mm,sim_conj_mm,1,0.882
no_gap,R_yPWGGeD3XC6CB0t,conj,m,sim_conj_m,1,0.924
no_gap,R_yPWGGeD3XC6CB0t,conj,m,sim_conj_m,1,1.303
no_gap,R_yPWGGeD3XC6CB0t,conj,mm,sim_conj_mm,1,0.889
no_gap,R_yPWGGeD3XC6CB0t,conj,mm,sim_conj_mm,1,0.461
no_gap,R_yPWGGeD3XC6CB0t,conj,m,sim_conj_m,1,0.679
no_gap,R_yPWGGeD3XC6CB0t,conj,m,sim_conj_m,1,0.481
no_gap,R_yPWGGeD3XC6CB0t,conj,mm,sim_conj_mm,1,0.489
no_gap,R_yPWGGeD3XC6CB0t,conj,mm,sim_conj_mm,1,0.848
no_gap,R_yPWGGeD3XC6CB0t,conj,m,sim_conj_m,1,0.702
no_gap,R_yPWGGeD3XC6CB0t,conj,m,sim_conj_m,1,0.548
no_gap,R_yPWGGeD3XC6CB0t,conj,mm,sim_conj_mm,1,0.901
no_gap,R_yPWGGeD3XC6CB0t,conj,mm,sim_conj_mm,0,0.696
no_gap,R_yPWGGeD3XC6CB0t,sing,m,sim_sing_m,1,0.648
no_gap,R_yPWGGeD3XC6CB0t,sing,m,sim_sing_m,1,1.034
no_gap,R_yPWGGeD3XC6CB0t,sing,mm,sim_sing_mm,1,1.043
no_gap,R_yPWGGeD3XC6CB0t,sing,mm,sim_sing_mm,1,0.637
no_gap,R_yPWGGeD3XC6CB0t,sing,m,sim_sing_m,0,0.442
no_gap,R_yPWGGeD3XC6CB0t,sing,m,sim_sing_m,1,0.761
no_gap,R_yPWGGeD3XC6CB0t,sing,mm,sim_sing_mm,1,1.483
no_gap,R_yPWGGeD3XC6CB0t,sing,mm,sim_sing_mm,1,0.693
no_gap,R_yPWGGeD3XC6CB0t,sing,m,sim_sing_m,1,1.136
no_gap,R_yPWGGeD3XC6CB0t,sing,m,sim_sing_m,1,0.523
no_gap,R_yPWGGeD3XC6CB0t,sing,mm,sim_sing_mm,1,0.697
no_gap,R_yPWGGeD3XC6CB0t,sing,mm,sim_sing_mm,1,0.744
no_gap,R_yPWGGeD3XC6CB0t,sing,m,sim_sing_m,1,0.809
no_gap,R_yPWGGeD3XC6CB0t,sing,m,sim_sing_m,1,0.812
no_gap,R_yPWGGeD3XC6CB0t,sing,mm,sim_sing_mm,1,0.633
no_gap,R_yPWGGeD3XC6CB0t,sing,mm,sim_sing_mm,1,1.348
gap,R240oKwSUYFSJUY,conj,m,sim_conj_m,1,1.174
gap,R240oKwSUYFSJUY,conj,m,sim_conj_m,1,0.365
gap,R240oKwSUYFSJUY,conj,mm,sim_conj_mm,1,0.621
gap,R240oKwSUYFSJUY,conj,mm,sim_conj_mm,1,1.078
gap,R240oKwSUYFSJUY,conj,m,sim_conj_m,1,0.352
gap,R240oKwSUYFSJUY,conj,m,sim_conj_m,1,0.38
gap,R240oKwSUYFSJUY,conj,mm,sim_conj_mm,1,0.517
gap,R240oKwSUYFSJUY,conj,mm,sim_conj_mm,1,0.769
gap,R240oKwSUYFSJUY,conj,m,sim_conj_m,1,0.47
gap,R240oKwSUYFSJUY,conj,m,sim_conj_m,1,0.476
gap,R240oKwSUYFSJUY,conj,mm,sim_conj_mm,1,0.669
gap,R240oKwSUYFSJUY,conj,mm,sim_conj_mm,1,0.419
gap,R240oKwSUYFSJUY,conj,m,sim_conj_m,1,0.4
gap,R240oKwSUYFSJUY,conj,m,sim_conj_m,1,0.409
gap,R240oKwSUYFSJUY,conj,mm,sim_conj_mm,1,0.455
gap,R240oKwSUYFSJUY,conj,mm,sim_conj_mm,1,0.463
gap,R240oKwSUYFSJUY,sing,m,sim_sing_m,1,0.357
gap,R240oKwSUYFSJUY,sing,m,sim_sing_m,1,0.365
gap,R240oKwSUYFSJUY,sing,mm,sim_sing_mm,1,0.732
gap,R240oKwSUYFSJUY,sing,mm,sim_sing_mm,1,0.524
gap,R240oKwSUYFSJUY,sing,m,sim_sing_m,1,0.781
gap,R240oKwSUYFSJUY,sing,m,sim_sing_m,1,0.351
gap,R240oKwSUYFSJUY,sing,mm,sim_sing_mm,1,1.196
gap,R240oKwSUYFSJUY,sing,mm,sim_sing_mm,1,1.414
gap,R240oKwSUYFSJUY,sing,m,sim_sing_m,1,0.939
gap,R240oKwSUYFSJUY,sing,m,sim_sing_m,1,0.409
gap,R240oKwSUYFSJUY,sing,mm,sim_sing_mm,1,0.833
gap,R240oKwSUYFSJUY,sing,mm,sim_sing_mm,1,0.48
gap,R240oKwSUYFSJUY,sing,m,sim_sing_m,1,0.587
gap,R240oKwSUYFSJUY,sing,m,sim_sing_m,1,0.398
gap,R240oKwSUYFSJUY,sing,mm,sim_sing_mm,1,0.689
gap,R240oKwSUYFSJUY,sing,mm,sim_sing_mm,1,0.751
gap,R25qGAPsEKNgCik,conj,m,sim_conj_m,1,0.817
gap,R25qGAPsEKNgCik,conj,m,sim_conj_m,1,0.812
gap,R25qGAPsEKNgCik,conj,mm,sim_conj_mm,1,0.426
gap,R25qGAPsEKNgCik,conj,mm,sim_conj_mm,1,1.357
gap,R25qGAPsEKNgCik,conj,m,sim_conj_m,1,0.924
gap,R25qGAPsEKNgCik,conj,m,sim_conj_m,1,0.662
gap,R25qGAPsEKNgCik,conj,mm,sim_conj_mm,1,0.619
gap,R25qGAPsEKNgCik,conj,mm,sim_conj_mm,0,1.203
gap,R25qGAPsEKNgCik,conj,m,sim_conj_m,1,1.367
gap,R25qGAPsEKNgCik,conj,m,sim_conj_m,0,0.845
gap,R25qGAPsEKNgCik,conj,mm,sim_conj_mm,1,0.674
gap,R25qGAPsEKNgCik,conj,mm,sim_conj_mm,1,0.745
gap,R25qGAPsEKNgCik,conj,m,sim_conj_m,1,0.779
gap,R25qGAPsEKNgCik,conj,m,sim_conj_m,1,0.488
gap,R25qGAPsEKNgCik,conj,mm,sim_conj_mm,1,3.639
gap,R25qGAPsEKNgCik,conj,mm,sim_conj_mm,1,1.191
gap,R25qGAPsEKNgCik,sing,m,sim_sing_m,1,0.637
gap,R25qGAPsEKNgCik,sing,m,sim_sing_m,1,0.615
gap,R25qGAPsEKNgCik,sing,mm,sim_sing_mm,1,1.138
gap,R25qGAPsEKNgCik,sing,mm,sim_sing_mm,1,1.293
gap,R25qGAPsEKNgCik,sing,m,sim_sing_m,1,0.568
gap,R25qGAPsEKNgCik,sing,m,sim_sing_m,1,1.134
gap,R25qGAPsEKNgCik,sing,mm,sim_sing_mm,0,1.719
gap,R25qGAPsEKNgCik,sing,mm,sim_sing_mm,1,1.291
gap,R25qGAPsEKNgCik,sing,m,sim_sing_m,1,1.659
gap,R25qGAPsEKNgCik,sing,m,sim_sing_m,1,1.009
gap,R25qGAPsEKNgCik,sing,mm,sim_sing_mm,1,2.962
gap,R25qGAPsEKNgCik,sing,mm,sim_sing_mm,1,4.282
gap,R25qGAPsEKNgCik,sing,m,sim_sing_m,1,0.726
gap,R25qGAPsEKNgCik,sing,m,sim_sing_m,1,0.934
gap,R25qGAPsEKNgCik,sing,mm,sim_sing_mm,1,1.113
gap,R25qGAPsEKNgCik,sing,mm,sim_sing_mm,0,1.769
gap,RBYsxPc3DVzRRdc,conj,m,sim_conj_m,1,1.768
gap,RBYsxPc3DVzRRdc,conj,m,sim_conj_m,1,1.17
gap,RBYsxPc3DVzRRdc,conj,mm,sim_conj_mm,1,0.794
gap,RBYsxPc3DVzRRdc,conj,mm,sim_conj_mm,1,1.276
gap,RBYsxPc3DVzRRdc,conj,m,sim_conj_m,1,1.015
gap,RBYsxPc3DVzRRdc,conj,m,sim_conj_m,1,1.272
gap,RBYsxPc3DVzRRdc,conj,mm,sim_conj_mm,1,1.431
gap,RBYsxPc3DVzRRdc,conj,mm,sim_conj_mm,1,0.755
gap,RBYsxPc3DVzRRdc,conj,m,sim_conj_m,1,1.537
gap,RBYsxPc3DVzRRdc,conj,m,sim_conj_m,1,0.628
gap,RBYsxPc3DVzRRdc,conj,mm,sim_conj_mm,1,1.127
gap,RBYsxPc3DVzRRdc,conj,mm,sim_conj_mm,1,1.453
gap,RBYsxPc3DVzRRdc,conj,m,sim_conj_m,1,1.446
gap,RBYsxPc3DVzRRdc,conj,m,sim_conj_m,1,0.599
gap,RBYsxPc3DVzRRdc,conj,mm,sim_conj_mm,1,1.252
gap,RBYsxPc3DVzRRdc,conj,mm,sim_conj_mm,1,1.263
gap,RBYsxPc3DVzRRdc,sing,m,sim_sing_m,1,1.277
gap,RBYsxPc3DVzRRdc,sing,m,sim_sing_m,0,0.98
gap,RBYsxPc3DVzRRdc,sing,mm,sim_sing_mm,1,1.587
gap,RBYsxPc3DVzRRdc,sing,mm,sim_sing_mm,1,1.045
gap,RBYsxPc3DVzRRdc,sing,m,sim_sing_m,1,1.133
gap,RBYsxPc3DVzRRdc,sing,m,sim_sing_m,1,1.124
gap,RBYsxPc3DVzRRdc,sing,mm,sim_sing_mm,1,0.73
gap,RBYsxPc3DVzRRdc,sing,mm,sim_sing_mm,1,1.527
gap,RBYsxPc3DVzRRdc,sing,m,sim_sing_m,1,1.665
gap,RBYsxPc3DVzRRdc,sing,m,sim_sing_m,0,0.891
gap,RBYsxPc3DVzRRdc,sing,mm,sim_sing_mm,1,1.525
gap,RBYsxPc3DVzRRdc,sing,mm,sim_sing_mm,1,0.715
gap,RBYsxPc3DVzRRdc,sing,m,sim_sing_m,1,0.985
gap,RBYsxPc3DVzRRdc,sing,m,sim_sing_m,1,0.996
gap,RBYsxPc3DVzRRdc,sing,mm,sim_sing_mm,0,1.035
gap,RBYsxPc3DVzRRdc,sing,mm,sim_sing_mm,1,1.416
gap,RC4075atnBURXV9,conj,m,sim_conj_m,1,0.551
gap,RC4075atnBURXV9,conj,m,sim_conj_m,1,0.547
gap,RC4075atnBURXV9,conj,mm,sim_conj_mm,1,0.78
gap,RC4075atnBURXV9,conj,mm,sim_conj_mm,1,0.628
gap,RC4075atnBURXV9,conj,m,sim_conj_m,1,0.503
gap,RC4075atnBURXV9,conj,m,sim_conj_m,1,0.51
gap,RC4075atnBURXV9,conj,mm,sim_conj_mm,1,0.53
gap,RC4075atnBURXV9,conj,mm,sim_conj_mm,0,1.062
gap,RC4075atnBURXV9,conj,m,sim_conj_m,1,0.827
gap,RC4075atnBURXV9,conj,m,sim_conj_m,1,0.692
gap,RC4075atnBURXV9,conj,mm,sim_conj_mm,1,0.867
gap,RC4075atnBURXV9,conj,mm,sim_conj_mm,1,0.636
gap,RC4075atnBURXV9,conj,m,sim_conj_m,1,0.481
gap,RC4075atnBURXV9,conj,m,sim_conj_m,1,0.623
gap,RC4075atnBURXV9,conj,mm,sim_conj_mm,1,0.926
gap,RC4075atnBURXV9,conj,mm,sim_conj_mm,1,1.539
gap,RC4075atnBURXV9,sing,m,sim_sing_m,1,0.722
gap,RC4075atnBURXV9,sing,m,sim_sing_m,1,0.81
gap,RC4075atnBURXV9,sing,mm,sim_sing_mm,1,0.573
gap,RC4075atnBURXV9,sing,mm,sim_sing_mm,1,0.761
gap,RC4075atnBURXV9,sing,m,sim_sing_m,1,0.463
gap,RC4075atnBURXV9,sing,m,sim_sing_m,1,0.541
gap,RC4075atnBURXV9,sing,mm,sim_sing_mm,1,0.53
gap,RC4075atnBURXV9,sing,mm,sim_sing_mm,1,0.478
gap,RC4075atnBURXV9,sing,m,sim_sing_m,1,0.774
gap,RC4075atnBURXV9,sing,m,sim_sing_m,1,0.723
gap,RC4075atnBURXV9,sing,mm,sim_sing_mm,1,0.508
gap,RC4075atnBURXV9,sing,mm,sim_sing_mm,1,0.654
gap,RC4075atnBURXV9,sing,m,sim_sing_m,1,0.586
gap,RC4075atnBURXV9,sing,m,sim_sing_m,1,0.366
gap,RC4075atnBURXV9,sing,mm,sim_sing_mm,1,0.491
gap,RC4075atnBURXV9,sing,mm,sim_sing_mm,1,0.571
gap,RCa7oDDfGUuqpD2,conj,m,sim_conj_m,1,0.962
gap,RCa7oDDfGUuqpD2,conj,m,sim_conj_m,0,0.8
gap,RCa7oDDfGUuqpD2,conj,mm,sim_conj_mm,1,1.206
gap,RCa7oDDfGUuqpD2,conj,mm,sim_conj_mm,1,0.773
gap,RCa7oDDfGUuqpD2,conj,m,sim_conj_m,1,1.348
gap,RCa7oDDfGUuqpD2,conj,m,sim_conj_m,1,0.759
gap,RCa7oDDfGUuqpD2,conj,mm,sim_conj_mm,1,1.44
gap,RCa7oDDfGUuqpD2,conj,mm,sim_conj_mm,1,0.913
gap,RCa7oDDfGUuqpD2,conj,m,sim_conj_m,1,0.624
gap,RCa7oDDfGUuqpD2,conj,m,sim_conj_m,1,0.691
gap,RCa7oDDfGUuqpD2,conj,mm,sim_conj_mm,1,0.844
gap,RCa7oDDfGUuqpD2,conj,mm,sim_conj_mm,1,0.604
gap,RCa7oDDfGUuqpD2,conj,m,sim_conj_m,1,1.135
gap,RCa7oDDfGUuqpD2,conj,m,sim_conj_m,1,0.882
gap,RCa7oDDfGUuqpD2,conj,mm,sim_conj_mm,1,0.764
gap,RCa7oDDfGUuqpD2,conj,mm,sim_conj_mm,1,0.639
gap,RCa7oDDfGUuqpD2,sing,m,sim_sing_m,1,0.91
gap,RCa7oDDfGUuqpD2,sing,m,sim_sing_m,1,1.094
gap,RCa7oDDfGUuqpD2,sing,mm,sim_sing_mm,1,0.75
gap,RCa7oDDfGUuqpD2,sing,mm,sim_sing_mm,1,2.125
gap,RCa7oDDfGUuqpD2,sing,m,sim_sing_m,1,0.81
gap,RCa7oDDfGUuqpD2,sing,m,sim_sing_m,1,0.843
gap,RCa7oDDfGUuqpD2,sing,mm,sim_sing_mm,0,0.658
gap,RCa7oDDfGUuqpD2,sing,mm,sim_sing_mm,1,2.133
gap,RCa7oDDfGUuqpD2,sing,m,sim_sing_m,1,0.39
gap,RCa7oDDfGUuqpD2,sing,m,sim_sing_m,1,0.843
gap,RCa7oDDfGUuqpD2,sing,mm,sim_sing_mm,1,1.215
gap,RCa7oDDfGUuqpD2,sing,mm,sim_sing_mm,1,1.633
gap,RCa7oDDfGUuqpD2,sing,m,sim_sing_m,1,0.386
gap,RCa7oDDfGUuqpD2,sing,m,sim_sing_m,0,0.731
gap,RCa7oDDfGUuqpD2,sing,mm,sim_sing_mm,1,0.59
gap,RCa7oDDfGUuqpD2,sing,mm,sim_sing_mm,1,0.571
gap,RDUQTsUdLXCAotg,conj,m,sim_conj_m,1,0.562
gap,RDUQTsUdLXCAotg,conj,m,sim_conj_m,1,0.364
gap,RDUQTsUdLXCAotg,conj,mm,sim_conj_mm,1,0.782
gap,RDUQTsUdLXCAotg,conj,mm,sim_conj_mm,1,0.551
gap,RDUQTsUdLXCAotg,conj,m,sim_conj_m,1,0.36
gap,RDUQTsUdLXCAotg,conj,m,sim_conj_m,1,0.419
gap,RDUQTsUdLXCAotg,conj,mm,sim_conj_mm,1,0.451
gap,RDUQTsUdLXCAotg,conj,mm,sim_conj_mm,1,0.384
gap,RDUQTsUdLXCAotg,conj,m,sim_conj_m,0,0.549
gap,RDUQTsUdLXCAotg,conj,m,sim_conj_m,1,2.444
gap,RDUQTsUdLXCAotg,conj,mm,sim_conj_mm,1,0.933
gap,RDUQTsUdLXCAotg,conj,mm,sim_conj_mm,1,0.625
gap,RDUQTsUdLXCAotg,conj,m,sim_conj_m,1,0.95
