task,PPnr,conjunction_single,match_mismatch,trial,accuracy,reaction_time
no_gap,R_08x3yfNtCFtgBYl,conj,m,sim_conj_m,1,5.812
no_gap,R_08x3yfNtCFtgBYl,conj,m,sim_conj_m,1,1.521
no_gap,R_08x3yfNtCFtgBYl,conj,mm,sim_conj_mm,1,2.504
no_gap,R_08x3yfNtCFtgBYl,conj,mm,sim_conj_mm,0,1.477
no_gap,R_08x3yfNtCFtgBYl,conj,m,sim_conj_m,1,3.264
no_gap,R_08x3yfNtCFtgBYl,conj,m,sim_conj_m,1,1.538
no_gap,R_08x3yfNtCFtgBYl,conj,mm,sim_conj_mm,1,3.424
no_gap,R_08x3yfNtCFtgBYl,conj,mm,sim_conj_mm,1,4.29
no_gap,R_08x3yfNtCFtgBYl,conj,m,sim_conj_m,1,4.61
no_gap,R_08x3yfNtCFtgBYl,conj,m,sim_conj_m,1,2.024
no_gap,R_08x3yfNtCFtgBYl,conj,mm,sim_conj_mm,1,2.031
no_gap,R_08x3yfNtCFtgBYl,conj,mm,sim_conj_mm,1,1.553
no_gap,R_08x3yfNtCFtgBYl,conj,m,sim_conj_m,1,2.727
no_gap,R_08x3yfNtCFtgBYl,conj,m,sim_conj_m,1,1.555
no_gap,R_08x3yfNtCFtgBYl,conj,mm,sim_conj_mm,1,1.715
no_gap,R_08x3yfNtCFtgBYl,conj,mm,sim_conj_mm,1,1.563
no_gap,R_08x3yfNtCFtgBYl,sing,m,sim_sing_m,1,1.589
no_gap,R_08x3yfNtCFtgBYl,sing,m,sim_sing_m,1,2.234
no_gap,R_08x3yfNtCFtgBYl,sing,mm,sim_sing_mm,1,2.42
no_gap,R_08x3yfNtCFtgBYl,sing,mm,sim_sing_mm,1,4.708
no_gap,R_08x3yfNtCFtgBYl,sing,m,sim_sing_m,1,1.546
no_gap,R_08x3yfNtCFtgBYl,sing,m,sim_sing_m,1,1.557
no_gap,R_08x3yfNtCFtgBYl,sing,mm,sim_sing_mm,1,1.689
no_gap,R_08x3yfNtCFtgBYl,sing,mm,sim_sing_mm,1,1.788
no_gap,R_08x3yfNtCFtgBYl,sing,m,sim_sing_m,1,1.673
no_gap,R_08x3yfNtCFtgBYl,sing,m,sim_sing_m,1,1.649
no_gap,R_08x3yfNtCFtgBYl,sing,mm,sim_sing_mm,1,3.509
no_gap,R_08x3yfNtCFtgBYl,sing,mm,sim_sing_mm,1,2.075
no_gap,R_08x3yfNtCFtgBYl,sing,m,sim_sing_m,1,1.629
no_gap,R_08x3yfNtCFtgBYl,sing,m,sim_sing_m,1,2.528
no_gap,R_08x3yfNtCFtgBYl,sing,mm,sim_sing_mm,1,2.34
no_gap,R_08x3yfNtCFtgBYl,sing,mm,sim_sing_mm,1,1.529
no_gap,R_0OmSAzFURsT3hND,conj,m,sim_conj_m,1,0.984
no_gap,R_0OmSAzFURsT3hND,conj,m,sim_conj_m,1,0.518
no_gap,R_0OmSAzFURsT3hND,conj,mm,sim_conj_mm,1,0.559
no_gap,R_0OmSAzFURsT3hND,conj,mm,sim_conj_mm,0,0.665
no_gap,R_0OmSAzFURsT3hND,conj,m,sim_conj_m,1,0.891
no_gap,R_0OmSAzFURsT3hND,conj,m,sim_conj_m,1,0.482
no_gap,R_0OmSAzFURsT3hND,conj,mm,sim_conj_mm,1,1.159
no_gap,R_0OmSAzFURsT3hND,conj,mm,sim_conj_mm,1,0.763
no_gap,R_0OmSAzFURsT3hND,conj,m,sim_conj_m,1,0.814
no_gap,R_0OmSAzFURsT3hND,conj,m,sim_conj_m,1,0.749
no_gap,R_0OmSAzFURsT3hND,conj,mm,sim_conj_mm,1,0.749
no_gap,R_0OmSAzFURsT3hND,conj,mm,sim_conj_mm,1,0.854
no_gap,R_0OmSAzFURsT3hND,conj,m,sim_conj_m,1,0.783
no_gap,R_0OmSAzFURsT3hND,conj,m,sim_conj_m,1,0.597
no_gap,R_0OmSAzFURsT3hND,conj,mm,sim_conj_mm,1,0.535
no_gap,R_0OmSAzFURsT3hND,conj,mm,sim_conj_mm,1,0.538
no_gap,R_0OmSAzFURsT3hND,sing,m,sim_sing_m,1,0.946
no_gap,R_0OmSAzFURsT3hND,sing,m,sim_sing_m,1,1.181
no_gap,R_0OmSAzFURsT3hND,sing,mm,sim_sing_mm,1,1.695
no_gap,R_0OmSAzFURsT3hND,sing,mm,sim_sing_mm,1,1.58
no_gap,R_0OmSAzFURsT3hND,sing,m,sim_sing_m,1,0.818
no_gap,R_0OmSAzFURsT3hND,sing,m,sim_sing_m,1,0.857
no_gap,R_0OmSAzFURsT3hND,sing,mm,sim_sing_mm,1,1.908
no_gap,R_0OmSAzFURsT3hND,sing,mm,sim_sing_mm,1,0.952
no_gap,R_0OmSAzFURsT3hND,sing,m,sim_sing_m,1,0.752
no_gap,R_0OmSAzFURsT3hND,sing,m,sim_sing_m,1,1.221
no_gap,R_0OmSAzFURsT3hND,sing,mm,sim_sing_mm,1,0.962
no_gap,R_0OmSAzFURsT3hND,sing,mm,sim_sing_mm,1,1.261
no_gap,R_0OmSAzFURsT3hND,sing,m,sim_sing_m,1,1.472
no_gap,R_0OmSAzFURsT3hND,sing,m,sim_sing_m,1,1.039
no_gap,R_0OmSAzFURsT3hND,sing,mm,sim_sing_mm,1,0.892
no_gap,R_0OmSAzFURsT3hND,sing,mm,sim_sing_mm,1,1.132
no_gap,R0ZPMCCzcV8FG6A,conj,m,sim_conj_m,1,1.408
no_gap,R0ZPMCCzcV8FG6A,conj,m,sim_conj_m,1,0.947
no_gap,R0ZPMCCzcV8FG6A,conj,mm,sim_conj_mm,1,0.987
no_gap,R0ZPMCCzcV8FG6A,conj,mm,sim_conj_mm,1,0.825
no_gap,R0ZPMCCzcV8FG6A,conj,m,sim_conj_m,1,0.988
no_gap,R0ZPMCCzcV8FG6A,conj,m,sim_conj_m,1,1.242
no_gap,R0ZPMCCzcV8FG6A,conj,mm,sim_conj_mm,1,0.832
no_gap,R0ZPMCCzcV8FG6A,conj,mm,sim_conj_mm,1,0.714
no_gap,R0ZPMCCzcV8FG6A,conj,m,sim_conj_m,1,1.214
no_gap,R0ZPMCCzcV8FG6A,conj,m,sim_conj_m,1,1.237
no_gap,R0ZPMCCzcV8FG6A,conj,mm,sim_conj_mm,1,0.925
no_gap,R0ZPMCCzcV8FG6A,conj,mm,sim_conj_mm,1,0.71
no_gap,R0ZPMCCzcV8FG6A,conj,m,sim_conj_m,1,1.332
no_gap,R0ZPMCCzcV8FG6A,conj,m,sim_conj_m,1,1.123
no_gap,R0ZPMCCzcV8FG6A,conj,mm,sim_conj_mm,1,0.75
no_gap,R0ZPMCCzcV8FG6A,conj,mm,sim_conj_mm,1,0.602
no_gap,R0ZPMCCzcV8FG6A,sing,m,sim_sing_m,1,0.914
no_gap,R0ZPMCCzcV8FG6A,sing,m,sim_sing_m,1,1.326
no_gap,R0ZPMCCzcV8FG6A,sing,mm,sim_sing_mm,1,0.648
no_gap,R0ZPMCCzcV8FG6A,sing,mm,sim_sing_mm,1,0.732
no_gap,R0ZPMCCzcV8FG6A,sing,m,sim_sing_m,1,0.971
no_gap,R0ZPMCCzcV8FG6A,sing,m,sim_sing_m,1,1.527
no_gap,R0ZPMCCzcV8FG6A,sing,mm,sim_sing_mm,1,0.744
no_gap,R0ZPMCCzcV8FG6A,sing,mm,sim_sing_mm,1,0.635
no_gap,R0ZPMCCzcV8FG6A,sing,m,sim_sing_m,1,1.046
no_gap,R0ZPMCCzcV8FG6A,sing,m,sim_sing_m,1,1.631
no_gap,R0ZPMCCzcV8FG6A,sing,mm,sim_sing_mm,1,0.93
no_gap,R0ZPMCCzcV8FG6A,sing,mm,sim_sing_mm,1,0.883
no_gap,R0ZPMCCzcV8FG6A,sing,m,sim_sing_m,1,1.181
no_gap,R0ZPMCCzcV8FG6A,sing,m,sim_sing_m,1,1.064
no_gap,R0ZPMCCzcV8FG6A,sing,mm,sim_sing_mm,1,0.583
no_gap,R0ZPMCCzcV8FG6A,sing,mm,sim_sing_mm,1,0.77
no_gap,R2s68Ligswec1t3,conj,m,sim_conj_m,1,0.548
no_gap,R2s68Ligswec1t3,conj,m,sim_conj_m,0,0.798
no_gap,R2s68Ligswec1t3,conj,mm,sim_conj_mm,1,0.499
no_gap,R2s68Ligswec1t3,conj,mm,sim_conj_mm,1,0.534
no_gap,R2s68Ligswec1t3,conj,m,sim_conj_m,1,0.502
no_gap,R2s68Ligswec1t3,conj,m,sim_conj_m,1,0.553
no_gap,R2s68Ligswec1t3,conj,mm,sim_conj_mm,1,0.548
no_gap,R2s68Ligswec1t3,conj,mm,sim_conj_mm,1,0.502
no_gap,R2s68Ligswec1t3,conj,m,sim_conj_m,1,0.528
no_gap,R2s68Ligswec1t3,conj,m,sim_conj_m,1,0.57
no_gap,R2s68Ligswec1t3,conj,mm,sim_conj_mm,1,0.643
no_gap,R2s68Ligswec1t3,conj,mm,sim_conj_mm,1,0.515
no_gap,R2s68Ligswec1t3,conj,m,sim_conj_m,1,0.442
no_gap,R2s68Ligswec1t3,conj,m,sim_conj_m,1,0.503
no_gap,R2s68Ligswec1t3,conj,mm,sim_conj_mm,1,0.463
no_gap,R2s68Ligswec1t3,conj,mm,sim_conj_mm,1,0.633
no_gap,R2s68Ligswec1t3,sing,m,sim_sing_m,1,0.459
no_gap,R2s68Ligswec1t3,sing,m,sim_sing_m,1,1.04
no_gap,R2s68Ligswec1t3,sing,mm,sim_sing_mm,1,0.481
no_gap,R2s68Ligswec1t3,sing,mm,sim_sing_mm,1,0.618
no_gap,R2s68Ligswec1t3,sing,m,sim_sing_m,1,0.43
no_gap,R2s68Ligswec1t3,sing,m,sim_sing_m,1,0.701
no_gap,R2s68Ligswec1t3,sing,mm,sim_sing_mm,1,0.436
no_gap,R2s68Ligswec1t3,sing,mm,sim_sing_mm,1,0.58
no_gap,R2s68Ligswec1t3,sing,m,sim_sing_m,1,0.565
no_gap,R2s68Ligswec1t3,sing,m,sim_sing_m,1,0.86
no_gap,R2s68Ligswec1t3,sing,mm,sim_sing_mm,1,0.54
no_gap,R2s68Ligswec1t3,sing,mm,sim_sing_mm,1,0.585
no_gap,R2s68Ligswec1t3,sing,m,sim_sing_m,1,0.521
no_gap,R2s68Ligswec1t3,sing,m,sim_sing_m,1,0.44
no_gap,R2s68Ligswec1t3,sing,mm,sim_sing_mm,1,0.427
no_gap,R2s68Ligswec1t3,sing,mm,sim_sing_mm,1,0.74
no_gap,RBPAkPhD282eIwa,conj,m,sim_conj_m,1,0.778
no_gap,RBPAkPhD282eIwa,conj,m,sim_conj_m,1,1.143
no_gap,RBPAkPhD282eIwa,conj,mm,sim_conj_mm,1,0.683
no_gap,RBPAkPhD282eIwa,conj,mm,sim_conj_mm,1,1.137
no_gap,RBPAkPhD282eIwa,conj,m,sim_conj_m,1,0.648
no_gap,RBPAkPhD282eIwa,conj,m,sim_conj_m,1,0.822
no_gap,RBPAkPhD282eIwa,conj,mm,sim_conj_mm,1,0.584
no_gap,RBPAkPhD282eIwa,conj,mm,sim_conj_mm,1,0.871
no_gap,RBPAkPhD282eIwa,conj,m,sim_conj_m,1,0.799
no_gap,RBPAkPhD282eIwa,conj,m,sim_conj_m,1,0.809
no_gap,RBPAkPhD282eIwa,conj,mm,sim_conj_mm,1,0.714
no_gap,RBPAkPhD282eIwa,conj,mm,sim_conj_mm,1,0.998
no_gap,RBPAkPhD282eIwa,conj,m,sim_conj_m,1,1.178
no_gap,RBPAkPhD282eIwa,conj,m,sim_conj_m,1,0.635
no_gap,RBPAkPhD282eIwa,conj,mm,sim_conj_mm,1,0.785
no_gap,RBPAkPhD282eIwa,conj,mm,sim_conj_mm,1,0.881
no_gap,RBPAkPhD282eIwa,sing,m,sim_sing_m,1,1.067
no_gap,RBPAkPhD282eIwa,sing,m,sim_sing_m,1,1.515
no_gap,RBPAkPhD282eIwa,sing,mm,sim_sing_mm,1,1.031
no_gap,RBPAkPhD282eIwa,sing,mm,sim_sing_mm,1,0.838
no_gap,RBPAkPhD282eIwa,sing,m,sim_sing_m,1,1.106
no_gap,RBPAkPhD282eIwa,sing,m,sim_sing_m,1,0.704
no_gap,RBPAkPhD282eIwa,sing,mm,sim_sing_mm,1,1.942
no_gap,RBPAkPhD282eIwa,sing,mm,sim_sing_mm,1,0.563
no_gap,RBPAkPhD282eIwa,sing,m,sim_sing_m,1,0.647
no_gap,RBPAkPhD282eIwa,sing,m,sim_sing_m,1,0.904
no_gap,RBPAkPhD282eIwa,sing,mm,sim_sing_mm,1,0.786
no_gap,RBPAkPhD282eIwa,sing,mm,sim_sing_mm,1,0.76
no_gap,RBPAkPhD282eIwa,sing,m,sim_sing_m,1,1.072
no_gap,RBPAkPhD282eIwa,sing,m,sim_sing_m,1,0.602
no_gap,RBPAkPhD282eIwa,sing,mm,sim_sing_mm,1,0.718
no_gap,RBPAkPhD282eIwa,sing,mm,sim_sing_mm,1,0.693
no_gap,RCDQa7qsN9RNzFH,conj,m,sim_conj_m,1,0.643
no_gap,RCDQa7qsN9RNzFH,conj,m,sim_conj_m,1,0.71
no_gap,RCDQa7qsN9RNzFH,conj,mm,sim_conj_mm,1,1.316
no_gap,RCDQa7qsN9RNzFH,conj,mm,sim_conj_mm,1,0.748
no_gap,RCDQa7qsN9RNzFH,conj,m,sim_conj_m,1,1.037
no_gap,RCDQa7qsN9RNzFH,conj,m,sim_conj_m,1,0.784
no_gap,RCDQa7qsN9RNzFH,conj,mm,sim_conj_mm,1,1.321
no_gap,RCDQa7qsN9RNzFH,conj,mm,sim_conj_mm,1,0.782
no_gap,RCDQa7qsN9RNzFH,conj,m,sim_conj_m,1,1.072
no_gap,RCDQa7qsN9RNzFH,conj,m,sim_conj_m,1,1.697
no_gap,RCDQa7qsN9RNzFH,conj,mm,sim_conj_mm,1,1.371
no_gap,RCDQa7qsN9RNzFH,conj,mm,sim_conj_mm,1,1.524
no_gap,RCDQa7qsN9RNzFH,conj,m,sim_conj_m,1,0.571
no_gap,RCDQa7qsN9RNzFH,conj,m,sim_conj_m,1,2.623
no_gap,RCDQa7qsN9RNzFH,conj,mm,sim_conj_mm,1,0.776
no_gap,RCDQa7qsN9RNzFH,conj,mm,sim_conj_mm,1,1.143
no_gap,RCDQa7qsN9RNzFH,sing,m,sim_sing_m,1,1.868
no_gap,RCDQa7qsN9RNzFH,sing,m,sim_sing_m,1,0.806
no_gap,RCDQa7qsN9RNzFH,sing,mm,sim_sing_mm,1,1.598
no_gap,RCDQa7qsN9RNzFH,sing,mm,sim_sing_mm,1,1.399
no_gap,RCDQa7qsN9RNzFH,sing,m,sim_sing_m,1,1.506
no_gap,RCDQa7qsN9RNzFH,sing,m,sim_sing_m,1,1.115
no_gap,RCDQa7qsN9RNzFH,sing,mm,sim_sing_mm,1,0.995
no_gap,RCDQa7qsN9RNzFH,sing,mm,sim_sing_mm,1,1.227
no_gap,RCDQa7qsN9RNzFH,sing,m,sim_sing_m,1,1.316
no_gap,RCDQa7qsN9RNzFH,sing,m,sim_sing_m,1,0.798
no_gap,RCDQa7qsN9RNzFH,sing,mm,sim_sing_mm,1,1.947
no_gap,RCDQa7qsN9RNzFH,sing,mm,sim_sing_mm,1,0.7
no_gap,RCDQa7qsN9RNzFH,sing,m,sim_sing_m,1,1.643
no_gap,RCDQa7qsN9RNzFH,sing,m,sim_sing_m,1,1.288
no_gap,RCDQa7qsN9RNzFH,sing,mm,sim_sing_mm,1,1.692
no_gap,RCDQa7qsN9RNzFH,sing,mm,sim_sing_mm,1,0.855
no_gap,RCJcSTbRoTUCqgI,conj,m,sim_conj_m,1,1.094
no_gap,RCJcSTbRoTUCqgI,conj,m,sim_conj_m,1,0.624
no_gap,RCJcSTbRoTUCqgI,conj,mm,sim_conj_mm,1,0.891
no_gap,RCJcSTbRoTUCqgI,conj,mm,sim_conj_mm,1,0.933
no_gap,RCJcSTbRoTUCqgI,conj,m,sim_conj_m, , 
no_gap,RCJcSTbRoTUCqgI,conj,m,sim_conj_m,1,1.172
no_gap,RCJcSTbRoTUCqgI,conj,mm,sim_conj_mm,1,0.876
no_gap,RCJcSTbRoTUCqgI,conj,mm,sim_conj_mm,1,0.926
no_gap,RCJcSTbRoTUCqgI,conj,m,sim_conj_m,1,0.917
no_gap,RCJcSTbRoTUCqgI,conj,m,sim_conj_m,1,0.606
no_gap,RCJcSTbRoTUCqgI,conj,mm,sim_conj_mm,1,0.95
no_gap,RCJcSTbRoTUCqgI,conj,mm,sim_conj_mm,1,1.867
no_gap,RCJcSTbRoTUCqgI,conj,m,sim_conj_m,1,1.138
no_gap,RCJcSTbRoTUCqgI,conj,m,sim_conj_m,1,1.315
no_gap,RCJcSTbRoTUCqgI,conj,mm,sim_conj_mm,1,1.566
no_gap,RCJcSTbRoTUCqgI,conj,mm,sim_conj_mm,1,0.916
no_gap,RCJcSTbRoTUCqgI,sing,m,sim_sing_m,0,1.73
no_gap,RCJcSTbRoTUCqgI,sing,m,sim_sing_m,1,1.047
no_gap,RCJcSTbRoTUCqgI,sing,mm,sim_sing_mm,1,1.658
no_gap,RCJcSTbRoTUCqgI,sing,mm,sim_sing_mm,1,1.298
no_gap,RCJcSTbRoTUCqgI,sing,m,sim_sing_m,1,0.937
no_gap,RCJcSTbRoTUCqgI,sing,m,sim_sing_m,1,0.669
no_gap,RCJcSTbRoTUCqgI,sing,mm,sim_sing_mm,1,1.263
no_gap,RCJcSTbRoTUCqgI,sing,mm,sim_sing_mm,1,0.828
no_gap,RCJcSTbRoTUCqgI,sing,m,sim_sing_m,1,1.949
no_gap,RCJcSTbRoTUCqgI,sing,m,sim_sing_m,1,0.704
no_gap,RCJcSTbRoTUCqgI,sing,mm,sim_sing_mm,1,1.667
no_gap,RCJcSTbRoTUCqgI,sing,mm,sim_sing_mm,1,0.824
no_gap,RCJcSTbRoTUCqgI,sing,m,sim_sing_m,1,0.725
no_gap,RCJcSTbRoTUCqgI,sing,m,sim_sing_m,1,1.035
no_gap,RCJcSTbRoTUCqgI,sing,mm,sim_sing_mm,0,3.229
no_gap,RCJcSTbRoTUCqgI,sing,mm,sim_sing_mm,1,1.428
no_gap,RcUmxE0nB0eQ5tx,conj,m,sim_conj_m,1,0.751
no_gap,RcUmxE0nB0eQ5tx,conj,m,sim_conj_m,1,0.812
no_gap,RcUmxE0nB0eQ5tx,conj,mm,sim_conj_mm,1,1.357
no_gap,RcUmxE0nB0eQ5tx,conj,mm,sim_conj_mm,1,1.283
no_gap,RcUmxE0nB0eQ5tx,conj,m,sim_conj_m,1,1.413
no_gap,RcUmxE0nB0eQ5tx,conj,m,sim_conj_m,1,0.584
no_gap,RcUmxE0nB0eQ5tx,conj,mm,sim_conj_mm,1,0.776
no_gap,RcUmxE0nB0eQ5tx,conj,mm,sim_conj_mm,1,1.14
no_gap,RcUmxE0nB0eQ5tx,conj,m,sim_conj_m,1,0.876
no_gap,RcUmxE0nB0eQ5tx,conj,m,sim_conj_m,1,0.912
no_gap,RcUmxE0nB0eQ5tx,conj,mm,sim_conj_mm,1,2.194
no_gap,RcUmxE0nB0eQ5tx,conj,mm,sim_conj_mm,1,1.113
no_gap,RcUmxE0nB0eQ5tx,conj,m,sim_conj_m,1,0.772
no_gap,RcUmxE0nB0eQ5tx,conj,m,sim_conj_m,1,0.663
no_gap,RcUmxE0nB0eQ5tx,conj,mm,sim_conj_mm,1,0.937
no_gap,RcUmxE0nB0eQ5tx,conj,mm,sim_conj_mm,1,0.815
no_gap,RcUmxE0nB0eQ5tx,sing,m,sim_sing_m,1,1.136
no_gap,RcUmxE0nB0eQ5tx,sing,m,sim_sing_m,1,0.675
no_gap,RcUmxE0nB0eQ5tx,sing,mm,sim_sing_mm,1,0.668
no_gap,RcUmxE0nB0eQ5tx,sing,mm,sim_sing_mm,1,0.995
no_gap,RcUmxE0nB0eQ5tx,sing,m,sim_sing_m,1,1.364
no_gap,RcUmxE0nB0eQ5tx,sing,m,sim_sing_m,1,0.873
no_gap,RcUmxE0nB0eQ5tx,sing,mm,sim_sing_mm,1,0.811
no_gap,RcUmxE0nB0eQ5tx,sing,mm,sim_sing_mm,1,0.875
no_gap,RcUmxE0nB0eQ5tx,sing,m,sim_sing_m,1,0.973
no_gap,RcUmxE0nB0eQ5tx,sing,m,sim_sing_m,1,1.227
no_gap,RcUmxE0nB0eQ5tx,sing,mm,sim_sing_mm,1,0.922
no_gap,RcUmxE0nB0eQ5tx,sing,mm,sim_sing_mm,1,1.248
no_gap,RcUmxE0nB0eQ5tx,sing,m,sim_sing_m,1,1.177
no_gap,RcUmxE0nB0eQ5tx,sing,m,sim_sing_m,1,1.469
no_gap,RcUmxE0nB0eQ5tx,sing,mm,sim_sing_mm,1,0.767
no_gap,RcUmxE0nB0eQ5tx,sing,mm,sim_sing_mm,1,1.845
no_gap,RcUnP5PoHL3kGw8,conj,m,sim_conj_m,1,1.202
no_gap,RcUnP5PoHL3kGw8,conj,m,sim_conj_m,1,1.401
no_gap,RcUnP5PoHL3kGw8,conj,mm,sim_conj_mm,1,0.978
no_gap,RcUnP5PoHL3kGw8,conj,mm,sim_conj_mm,1,1.654
no_gap,RcUnP5PoHL3kGw8,conj,m,sim_conj_m,1,1.483
no_gap,RcUnP5PoHL3kGw8,conj,m,sim_conj_m,1,0.99
no_gap,RcUnP5PoHL3kGw8,conj,mm,sim_conj_mm,1,1.102
no_gap,RcUnP5PoHL3kGw8,conj,mm,sim_conj_mm,1,1.151
no_gap,RcUnP5PoHL3kGw8,conj,m,sim_conj_m,1,1.614
no_gap,RcUnP5PoHL3kGw8,conj,m,sim_conj_m,1,0.715
no_gap,RcUnP5PoHL3kGw8,conj,mm,sim_conj_mm,1,0.94
no_gap,RcUnP5PoHL3kGw8,conj,mm,sim_conj_mm,1,0.968
no_gap,RcUnP5PoHL3kGw8,conj,m,sim_conj_m,1,0.999
no_gap,RcUnP5PoHL3kGw8,conj,m,sim_conj_m,1,0.948
no_gap,RcUnP5PoHL3kGw8,conj,mm,sim_conj_mm,1,0.908
no_gap,RcUnP5PoHL3kGw8,conj,mm,sim_conj_mm,1,0.977
no_gap,RcUnP5PoHL3kGw8,sing,m,sim_sing_m,1,0.798
no_gap,RcUnP5PoHL3kGw8,sing,m,sim_sing_m,1,1.358
no_gap,RcUnP5PoHL3kGw8,sing,mm,sim_sing_mm,0,1.303
no_gap,RcUnP5PoHL3kGw8,sing,mm,sim_sing_mm,1,1.696
no_gap,RcUnP5PoHL3kGw8,sing,m,sim_sing_m,0,1.262
no_gap,RcUnP5PoHL3kGw8,sing,m,sim_sing_m,1,0.853
no_gap,RcUnP5PoHL3kGw8,sing,mm,sim_sing_mm,1,1.205
no_gap,RcUnP5PoHL3kGw8,sing,mm,sim_sing_mm,1,0.991
no_gap,RcUnP5PoHL3kGw8,sing,m,sim_sing_m,1,1.58
no_gap,RcUnP5PoHL3kGw8,sing,m,sim_sing_m,1,1.056
no_gap,RcUnP5PoHL3kGw8,sing,mm,sim_sing_mm,1,0.66
no_gap,RcUnP5PoHL3kGw8,sing,mm,sim_sing_mm,1,0.832
no_gap,RcUnP5PoHL3kGw8,sing,m,sim_sing_m,1,0.918
no_gap,RcUnP5PoHL3kGw8,sing,m,sim_sing_m,1,1.112
no_gap,RcUnP5PoHL3kGw8,sing,mm,sim_sing_mm,1,1.394
no_gap,RcUnP5PoHL3kGw8,sing,mm,sim_sing_mm,1,2.129
no_gap,RcZYqPuI2ovCe8d,conj,m,sim_conj_m,1,0.661
no_gap,RcZYqPuI2ovCe8d,conj,m,sim_conj_m,1,0.381
no_gap,RcZYqPuI2ovCe8d,conj,mm,sim_conj_mm,1,0.715
no_gap,RcZYqPuI2ovCe8d,conj,mm,sim_conj_mm,1,0.467
no_gap,RcZYqPuI2ovCe8d,conj,m,sim_conj_m,1,0.602
no_gap,RcZYqPuI2ovCe8d,conj,m,sim_conj_m,0,0.634
no_gap,RcZYqPuI2ovCe8d,conj,mm,sim_conj_mm,1,0.762
no_gap,RcZYqPuI2ovCe8d,conj,mm,sim_conj_mm,1,0.36
no_gap,RcZYqPuI2ovCe8d,conj,m,sim_conj_m,0,1.223
no_gap,RcZYqPuI2ovCe8d,conj,m,sim_conj_m,1,0.488
no_gap,RcZYqPuI2ovCe8d,conj,mm,sim_conj_mm,1,0.455
no_gap,RcZYqPuI2ovCe8d,conj,mm,sim_conj_mm,1,0.723
no_gap,RcZYqPuI2ovCe8d,conj,m,sim_conj_m,1,0.837
no_gap,RcZYqPuI2ovCe8d,conj,m,sim_conj_m,1,0.44
no_gap,RcZYqPuI2ovCe8d,conj,mm,sim_conj_mm,1,1.029
no_gap,RcZYqPuI2ovCe8d,conj,mm,sim_conj_mm,1,0.72
no_gap,RcZYqPuI2ovCe8d,sing,m,sim_sing_m,1,1.031
no_gap,RcZYqPuI2ovCe8d,sing,m,sim_sing_m,1,1.698
no_gap,RcZYqPuI2ovCe8d,sing,mm,sim_sing_mm,1,1.966
no_gap,RcZYqPuI2ovCe8d,sing,mm,sim_sing_mm,1,1.052
no_gap,RcZYqPuI2ovCe8d,sing,m,sim_sing_m,1,2.038
no_gap,RcZYqPuI2ovCe8d,sing,m,sim_sing_m,1,0.938
no_gap,RcZYqPuI2ovCe8d,sing,mm,sim_sing_mm,1,0.932
no_gap,RcZYqPuI2ovCe8d,sing,mm,sim_sing_mm,1,1.791
no_gap,RcZYqPuI2ovCe8d,sing,m,sim_sing_m,1,5.915
no_gap,RcZYqPuI2ovCe8d,sing,m,sim_sing_m,1,1.283
no_gap,RcZYqPuI2ovCe8d,sing,mm,sim_sing_mm,1,1.21
no_gap,RcZYqPuI2ovCe8d,sing,mm,sim_sing_mm,1,0.668
no_gap,RcZYqPuI2ovCe8d,sing,m,sim_sing_m,1,1.181
no_gap,RcZYqPuI2ovCe8d,sing,m,sim_sing_m,1,1.686
no_gap,RcZYqPuI2ovCe8d,sing,mm,sim_sing_mm,1,2.176
no_gap,RcZYqPuI2ovCe8d,sing,mm,sim_sing_mm,1,3.413
no_gap,RDuNzuDT2Ly6aYo,conj,m,sim_conj_m,1,0.836
no_gap,RDuNzuDT2Ly6aYo,conj,m,sim_conj_m,1,1.277
no_gap,RDuNzuDT2Ly6aYo,conj,mm,sim_conj_mm,1,0.794
no_gap,RDuNzuDT2Ly6aYo,conj,mm,sim_conj_mm,1,0.885
no_gap,RDuNzuDT2Ly6aYo,conj,m,sim_conj_m,1,1.28
no_gap,RDuNzuDT2Ly6aYo,conj,m,sim_conj_m,1,0.815
no_gap,RDuNzuDT2Ly6aYo,conj,mm,sim_conj_mm,1,0.802
no_gap,RDuNzuDT2Ly6aYo,conj,mm,sim_conj_mm,1,0.967
no_gap,RDuNzuDT2Ly6aYo,conj,m,sim_conj_m,1,1.383
no_gap,RDuNzuDT2Ly6aYo,conj,m,sim_conj_m,1,1.344
no_gap,RDuNzuDT2Ly6aYo,conj,mm,sim_conj_mm,1,1.225
no_gap,RDuNzuDT2Ly6aYo,conj,mm,sim_conj_mm,1,1.297
no_gap,RDuNzuDT2Ly6aYo,conj,m,sim_conj_m,1,0.983
no_gap,RDuNzuDT2Ly6aYo,conj,m,sim_conj_m,1,0.755
no_gap,RDuNzuDT2Ly6aYo,conj,mm,sim_conj_mm,1,0.88
no_gap,RDuNzuDT2Ly6aYo,conj,mm,sim_conj_mm,1,1.032
no_gap,RDuNzuDT2Ly6aYo,sing,m,sim_sing_m,1,0.678
no_gap,RDuNzuDT2Ly6aYo,sing,m,sim_sing_m,1,0.707
no_gap,RDuNzuDT2Ly6aYo,sing,mm,sim_sing_mm,1,0.927
no_gap,RDuNzuDT2Ly6aYo,sing,mm,sim_sing_mm,1,0.735
no_gap,RDuNzuDT2Ly6aYo,sing,m,sim_sing_m,1,1.046
