task,PPnr,conjunction_single,match_mismatch,trial,acc_conj,RT_conj,acc_sing,RT_sing
no_gap,R_dmY5Tc0WANqnPs5,conj,mm,sim_conj_rs_mm_2,1,1.018,1,0.902
no_gap,R_eai96tm4PUo2JmF,conj,m,sim_conj_gd_m_1,1,1.047,1,0.672
no_gap,R_eai96tm4PUo2JmF,conj,m,sim_conj_gd_m_2,0,0.815,1,1.04
no_gap,R_eai96tm4PUo2JmF,conj,m,sim_conj_gs_m_1,1,0.659,1,0.71
no_gap,R_eai96tm4PUo2JmF,conj,m,sim_conj_gs_m_2,1,0.897,1,0.606
no_gap,R_eai96tm4PUo2JmF,conj,m,sim_conj_rd_m_1,1,0.862,1,0.953
no_gap,R_eai96tm4PUo2JmF,conj,m,sim_conj_rd_m_2,1,1.095,1,0.696
no_gap,R_eai96tm4PUo2JmF,conj,m,sim_conj_rs_m_1,1,0.644,1,0.858
no_gap,R_eai96tm4PUo2JmF,conj,m,sim_conj_rs_m_2,1,0.748,1,0.497
no_gap,R_eai96tm4PUo2JmF,conj,mm,sim_conj_gd_mm_1,1,1.247,1,1.314
no_gap,R_eai96tm4PUo2JmF,conj,mm,sim_conj_gd_mm_2,1,0.728,1,0.785
no_gap,R_eai96tm4PUo2JmF,conj,mm,sim_conj_gs_mm_1,1,1.248,1,0.584
no_gap,R_eai96tm4PUo2JmF,conj,mm,sim_conj_gs_mm_2,1,0.695,1,0.78
no_gap,R_eai96tm4PUo2JmF,conj,mm,sim_conj_rd_mm_1,1,0.761,1,0.898
no_gap,R_eai96tm4PUo2JmF,conj,mm,sim_conj_rd_mm_2,1,0.704,1,0.855
no_gap,R_eai96tm4PUo2JmF,conj,mm,sim_conj_rs_mm_1,1,0.644,1,0.59
no_gap,R_eai96tm4PUo2JmF,conj,mm,sim_conj_rs_mm_2,1,0.66,1,1
no_gap,R_eJrfTYcTp9qL7ix,conj,m,sim_conj_gd_m_1,1,0.581,1,0.93
no_gap,R_eJrfTYcTp9qL7ix,conj,m,sim_conj_gd_m_2,1,1.167,1,0.859
no_gap,R_eJrfTYcTp9qL7ix,conj,m,sim_conj_gs_m_1,1,0.527,1,1.096
no_gap,R_eJrfTYcTp9qL7ix,conj,m,sim_conj_gs_m_2,1,0.681,1,0.591
no_gap,R_eJrfTYcTp9qL7ix,conj,m,sim_conj_rd_m_1,1,0.761,1,0.708
no_gap,R_eJrfTYcTp9qL7ix,conj,m,sim_conj_rd_m_2,1,0.621,1,0.679
no_gap,R_eJrfTYcTp9qL7ix,conj,m,sim_conj_rs_m_1,1,0.596,1,1.44
no_gap,R_eJrfTYcTp9qL7ix,conj,m,sim_conj_rs_m_2,1,0.712,1,0.514
no_gap,R_eJrfTYcTp9qL7ix,conj,mm,sim_conj_gd_mm_1,1,0.75,1,2.475
no_gap,R_eJrfTYcTp9qL7ix,conj,mm,sim_conj_gd_mm_2,1,0.717,1,0.795
no_gap,R_eJrfTYcTp9qL7ix,conj,mm,sim_conj_gs_mm_1,1,0.768,1,1.158
no_gap,R_eJrfTYcTp9qL7ix,conj,mm,sim_conj_gs_mm_2,1,0.721,1,0.737
no_gap,R_eJrfTYcTp9qL7ix,conj,mm,sim_conj_rd_mm_1,1,0.758,1,0.653
no_gap,R_eJrfTYcTp9qL7ix,conj,mm,sim_conj_rd_mm_2,1,0.726,1,1.014
no_gap,R_eJrfTYcTp9qL7ix,conj,mm,sim_conj_rs_mm_1,1,0.744,1,1.419
no_gap,R_eJrfTYcTp9qL7ix,conj,mm,sim_conj_rs_mm_2,1,0.683,1,0.679
gap,R_eKdyzfVrqfswb1n,conj,m,sim_conj_gd_m_1,1,1.707,1,1.285
gap,R_eKdyzfVrqfswb1n,conj,m,sim_conj_gd_m_2,1,1.2,1,1.05
gap,R_eKdyzfVrqfswb1n,conj,m,sim_conj_gs_m_1,1,0.973,1,3.682
gap,R_eKdyzfVrqfswb1n,conj,m,sim_conj_gs_m_2,1,2.021,1,1.173
gap,R_eKdyzfVrqfswb1n,conj,m,sim_conj_rd_m_1,1,1.417,0,2.561
gap,R_eKdyzfVrqfswb1n,conj,m,sim_conj_rd_m_2,1,2.794,1,0.913
gap,R_eKdyzfVrqfswb1n,conj,m,sim_conj_rs_m_1,1,1.829,1,2.186
gap,R_eKdyzfVrqfswb1n,conj,m,sim_conj_rs_m_2,1,0.769,1,1.241
gap,R_eKdyzfVrqfswb1n,conj,mm,sim_conj_gd_mm_1,1,1.501,1,1.435
gap,R_eKdyzfVrqfswb1n,conj,mm,sim_conj_gd_mm_2,1,1.317,1,2.344
gap,R_eKdyzfVrqfswb1n,conj,mm,sim_conj_gs_mm_1,1,0.871,1,2.956
gap,R_eKdyzfVrqfswb1n,conj,mm,sim_conj_gs_mm_2,1,1.904,1,1.748
gap,R_eKdyzfVrqfswb1n,conj,mm,sim_conj_rd_mm_1,1,1.373,1,1.675
gap,R_eKdyzfVrqfswb1n,conj,mm,sim_conj_rd_mm_2,1,2.037,0,6
gap,R_eKdyzfVrqfswb1n,conj,mm,sim_conj_rs_mm_1,1,1.298,1,1.248
gap,R_eKdyzfVrqfswb1n,conj,mm,sim_conj_rs_mm_2,1,1.255,1,1.799
gap,R_esMmOCJbTcEsIq5,conj,m,sim_conj_gd_m_1,0,0.656,1,0.478
gap,R_esMmOCJbTcEsIq5,conj,m,sim_conj_gd_m_2,1,0.832,1,0.625
gap,R_esMmOCJbTcEsIq5,conj,m,sim_conj_gs_m_1,1,0.818,1,0.84
gap,R_esMmOCJbTcEsIq5,conj,m,sim_conj_gs_m_2,1,0.922,1,0.503
gap,R_esMmOCJbTcEsIq5,conj,m,sim_conj_rd_m_1,1,0.52,1,0.546
gap,R_esMmOCJbTcEsIq5,conj,m,sim_conj_rd_m_2,1,0.729,1,1.025
gap,R_esMmOCJbTcEsIq5,conj,m,sim_conj_rs_m_1,1,1.159,1,0.425
gap,R_esMmOCJbTcEsIq5,conj,m,sim_conj_rs_m_2,1,0.629,1,1.195
gap,R_esMmOCJbTcEsIq5,conj,mm,sim_conj_gd_mm_1,1,0.72,1,0.828
gap,R_esMmOCJbTcEsIq5,conj,mm,sim_conj_gd_mm_2,1,1.95,0,1.177
gap,R_esMmOCJbTcEsIq5,conj,mm,sim_conj_gs_mm_1,1,0.85,1,0.514
gap,R_esMmOCJbTcEsIq5,conj,mm,sim_conj_gs_mm_2,1,0.627,1,1.568
gap,R_esMmOCJbTcEsIq5,conj,mm,sim_conj_rd_mm_1,1,1.667,1,0.777
gap,R_esMmOCJbTcEsIq5,conj,mm,sim_conj_rd_mm_2,0,1.454,0,1.65
gap,R_esMmOCJbTcEsIq5,conj,mm,sim_conj_rs_mm_1,1,1.749,1,0.816
gap,R_esMmOCJbTcEsIq5,conj,mm,sim_conj_rs_mm_2,1,10.258,1,0.644
no_gap,R_eyNfgTiSRXT8Xi9,conj,m,sim_conj_gd_m_1,1,1.217,1,1.173
no_gap,R_eyNfgTiSRXT8Xi9,conj,m,sim_conj_gd_m_2,1,0.689,1,0.873
no_gap,R_eyNfgTiSRXT8Xi9,conj,m,sim_conj_gs_m_1,1,1.463,1,1.046
no_gap,R_eyNfgTiSRXT8Xi9,conj,m,sim_conj_gs_m_2,1,1.627,1,0.733
no_gap,R_eyNfgTiSRXT8Xi9,conj,m,sim_conj_rd_m_1,1,1.025,1,0.807
no_gap,R_eyNfgTiSRXT8Xi9,conj,m,sim_conj_rd_m_2,1,2.152,1,3.688
no_gap,R_eyNfgTiSRXT8Xi9,conj,m,sim_conj_rs_m_1,1,1.255,1,0.566
no_gap,R_eyNfgTiSRXT8Xi9,conj,m,sim_conj_rs_m_2,1,0.925,1,1
no_gap,R_eyNfgTiSRXT8Xi9,conj,mm,sim_conj_gd_mm_1,1,1.696,1,2.631
no_gap,R_eyNfgTiSRXT8Xi9,conj,mm,sim_conj_gd_mm_2,1,1.03,1,0.614
no_gap,R_eyNfgTiSRXT8Xi9,conj,mm,sim_conj_gs_mm_1,0,9.37,1,1.225
no_gap,R_eyNfgTiSRXT8Xi9,conj,mm,sim_conj_gs_mm_2,1,1.311,1,1.204
no_gap,R_eyNfgTiSRXT8Xi9,conj,mm,sim_conj_rd_mm_1,1,1.009,1,1.246
no_gap,R_eyNfgTiSRXT8Xi9,conj,mm,sim_conj_rd_mm_2,1,0.893,1,0.929
no_gap,R_eyNfgTiSRXT8Xi9,conj,mm,sim_conj_rs_mm_1,1,0.689,0,8.904
no_gap,R_eyNfgTiSRXT8Xi9,conj,mm,sim_conj_rs_mm_2,1,1.501,1,0.776
gap,R_O0SCTkaxAB7vjA5,conj,m,sim_conj_gd_m_1,1,1.041,0,1.54
gap,R_O0SCTkaxAB7vjA5,conj,m,sim_conj_gd_m_2,1,1.176,0,14.106
gap,R_O0SCTkaxAB7vjA5,conj,m,sim_conj_gs_m_1,1,1.121,0,1.298
gap,R_O0SCTkaxAB7vjA5,conj,m,sim_conj_gs_m_2,1,0.929,1,0.836
gap,R_O0SCTkaxAB7vjA5,conj,m,sim_conj_rd_m_1,0,2.457,1,1.187
gap,R_O0SCTkaxAB7vjA5,conj,m,sim_conj_rd_m_2,1,0.829,1,1.752
gap,R_O0SCTkaxAB7vjA5,conj,m,sim_conj_rs_m_1,1,0.73,1,0.893
gap,R_O0SCTkaxAB7vjA5,conj,m,sim_conj_rs_m_2,1,0.868,1,0.635
gap,R_O0SCTkaxAB7vjA5,conj,mm,sim_conj_gd_mm_1,1,1.045,1,0.97
gap,R_O0SCTkaxAB7vjA5,conj,mm,sim_conj_gd_mm_2,1,0.678,1,1.066
gap,R_O0SCTkaxAB7vjA5,conj,mm,sim_conj_gs_mm_1,1,0.597,1,1.268
gap,R_O0SCTkaxAB7vjA5,conj,mm,sim_conj_gs_mm_2,1,0.803,1,0.648
gap,R_O0SCTkaxAB7vjA5,conj,mm,sim_conj_rd_mm_1,1,1.848,1,0.888
gap,R_O0SCTkaxAB7vjA5,conj,mm,sim_conj_rd_mm_2,1,0.612,1,0.981
gap,R_O0SCTkaxAB7vjA5,conj,mm,sim_conj_rs_mm_1,1,0.746,1,0.996
gap,R_O0SCTkaxAB7vjA5,conj,mm,sim_conj_rs_mm_2,1,0.562,1,0.515
no_gap,R_O0WT1fmWD73IgCZ,conj,m,sim_conj_gd_m_1,1,0.701,1,0.983
no_gap,R_O0WT1fmWD73IgCZ,conj,m,sim_conj_gd_m_2,1,0.748,1,1.429
no_gap,R_O0WT1fmWD73IgCZ,conj,m,sim_conj_gs_m_1,1,1.629,1,0.782
no_gap,R_O0WT1fmWD73IgCZ,conj,m,sim_conj_gs_m_2,1,0.987,1,1.218
no_gap,R_O0WT1fmWD73IgCZ,conj,m,sim_conj_rd_m_1,1,0.641,1,1.372
no_gap,R_O0WT1fmWD73IgCZ,conj,m,sim_conj_rd_m_2,1,1.144,1,0.781
no_gap,R_O0WT1fmWD73IgCZ,conj,m,sim_conj_rs_m_1,1,1.441,1,0.764
no_gap,R_O0WT1fmWD73IgCZ,conj,m,sim_conj_rs_m_2,1,0.833,1,0.877
no_gap,R_O0WT1fmWD73IgCZ,conj,mm,sim_conj_gd_mm_1,1,1.176,1,1.054
no_gap,R_O0WT1fmWD73IgCZ,conj,mm,sim_conj_gd_mm_2,1,0.697,1,1.723
no_gap,R_O0WT1fmWD73IgCZ,conj,mm,sim_conj_gs_mm_1,1,0.808,0,0.861
no_gap,R_O0WT1fmWD73IgCZ,conj,mm,sim_conj_gs_mm_2,1,0.706,1,1.047
no_gap,R_O0WT1fmWD73IgCZ,conj,mm,sim_conj_rd_mm_1,1,1.145,1,2.817
no_gap,R_O0WT1fmWD73IgCZ,conj,mm,sim_conj_rd_mm_2,1,1.027,1,6.388
no_gap,R_O0WT1fmWD73IgCZ,conj,mm,sim_conj_rs_mm_1,1,0.675,1,1.179
no_gap,R_O0WT1fmWD73IgCZ,conj,mm,sim_conj_rs_mm_2,1,0.721,1,0.627
gap,R_OBikbvVJp5ZcCOt,conj,m,sim_conj_gd_m_1,1,0.601,0,0.481
gap,R_OBikbvVJp5ZcCOt,conj,m,sim_conj_gd_m_2,1,0.622,1,0.82
gap,R_OBikbvVJp5ZcCOt,conj,m,sim_conj_gs_m_1,1,0.647,1,0.44
gap,R_OBikbvVJp5ZcCOt,conj,m,sim_conj_gs_m_2,1,0.763,1,2.264
gap,R_OBikbvVJp5ZcCOt,conj,m,sim_conj_rd_m_1,1,0.943,1,0.784
gap,R_OBikbvVJp5ZcCOt,conj,m,sim_conj_rd_m_2,1,0.373,1,1.177
gap,R_OBikbvVJp5ZcCOt,conj,m,sim_conj_rs_m_1,1,0.755,1,0.465
gap,R_OBikbvVJp5ZcCOt,conj,m,sim_conj_rs_m_2,1,0.355,0,2.926
gap,R_OBikbvVJp5ZcCOt,conj,mm,sim_conj_gd_mm_1,1,2.385,1,1.251
gap,R_OBikbvVJp5ZcCOt,conj,mm,sim_conj_gd_mm_2,1,0.696,1,0.935
gap,R_OBikbvVJp5ZcCOt,conj,mm,sim_conj_gs_mm_1,1,0.568,1,0.736
gap,R_OBikbvVJp5ZcCOt,conj,mm,sim_conj_gs_mm_2,1,0.722,1,1.041
gap,R_OBikbvVJp5ZcCOt,conj,mm,sim_conj_rd_mm_1,1,1.298,0,0.591
gap,R_OBikbvVJp5ZcCOt,conj,mm,sim_conj_rd_mm_2,1,0.701,1,1.39
gap,R_OBikbvVJp5ZcCOt,conj,mm,sim_conj_rs_mm_1,1,0.604,1,0.524
gap,R_OBikbvVJp5ZcCOt,conj,mm,sim_conj_rs_mm_2,1,0.374,1,0.467
gap,R_OjUO1JZhl881Wdr,conj,m,sim_conj_gd_m_1,1,0.952,1,0.476
gap,R_OjUO1JZhl881Wdr,conj,m,sim_conj_gd_m_2,0,0.709,1,0.455
gap,R_OjUO1JZhl881Wdr,conj,m,sim_conj_gs_m_1,1,0.594,1,0.287
gap,R_OjUO1JZhl881Wdr,conj,m,sim_conj_gs_m_2,1,0.615,1,0.571
gap,R_OjUO1JZhl881Wdr,conj,m,sim_conj_rd_m_1,1,0.595,1,0.44
gap,R_OjUO1JZhl881Wdr,conj,m,sim_conj_rd_m_2,1,0.409,1,0.435
gap,R_OjUO1JZhl881Wdr,conj,m,sim_conj_rs_m_1,0,0.612,1,0.674
gap,R_OjUO1JZhl881Wdr,conj,m,sim_conj_rs_m_2,1,0.743,1,0.433
gap,R_OjUO1JZhl881Wdr,conj,mm,sim_conj_gd_mm_1,1,0.437,1,1.398
gap,R_OjUO1JZhl881Wdr,conj,mm,sim_conj_gd_mm_2,1,0.416,1,0.45
gap,R_OjUO1JZhl881Wdr,conj,mm,sim_conj_gs_mm_1,1,1.044,1,0.614
gap,R_OjUO1JZhl881Wdr,conj,mm,sim_conj_gs_mm_2,1,0.629,1,0.696
gap,R_OjUO1JZhl881Wdr,conj,mm,sim_conj_rd_mm_1,1,0.81,1,1.01
gap,R_OjUO1JZhl881Wdr,conj,mm,sim_conj_rd_mm_2,1,0.46,1,0.415
gap,R_OjUO1JZhl881Wdr,conj,mm,sim_conj_rs_mm_1,1,0.54,0,1.031
gap,R_OjUO1JZhl881Wdr,conj,mm,sim_conj_rs_mm_2,1,0.653,1,0.437
gap,R_OkxFT8Yi5pR6dsB,conj,m,sim_conj_gd_m_1,1,0.74,1,0.616
gap,R_OkxFT8Yi5pR6dsB,conj,m,sim_conj_gd_m_2,0,1.315,1,0.748
gap,R_OkxFT8Yi5pR6dsB,conj,m,sim_conj_gs_m_1,1,0.627,1,0.436
gap,R_OkxFT8Yi5pR6dsB,conj,m,sim_conj_gs_m_2,1,1.045,1,0.853
gap,R_OkxFT8Yi5pR6dsB,conj,m,sim_conj_rd_m_1,1,1.398,1,0.49
gap,R_OkxFT8Yi5pR6dsB,conj,m,sim_conj_rd_m_2,1,1.487,1,0.741
gap,R_OkxFT8Yi5pR6dsB,conj,m,sim_conj_rs_m_1,0,0.761,1,1.167
gap,R_OkxFT8Yi5pR6dsB,conj,m,sim_conj_rs_m_2,1,0.779,0,0.731
gap,R_OkxFT8Yi5pR6dsB,conj,mm,sim_conj_gd_mm_1,1,1.054,1,1.762
gap,R_OkxFT8Yi5pR6dsB,conj,mm,sim_conj_gd_mm_2,1,1.012,1,0.749
gap,R_OkxFT8Yi5pR6dsB,conj,mm,sim_conj_gs_mm_1,1,0.556,0,0.544
gap,R_OkxFT8Yi5pR6dsB,conj,mm,sim_conj_gs_mm_2,1,1.092,0,0.552
gap,R_OkxFT8Yi5pR6dsB,conj,mm,sim_conj_rd_mm_1,1,0.655,0,0.709
gap,R_OkxFT8Yi5pR6dsB,conj,mm,sim_conj_rd_mm_2,1,0.859,1,0.949
gap,R_OkxFT8Yi5pR6dsB,conj,mm,sim_conj_rs_mm_1,1,1.749,0,0.726
gap,R_OkxFT8Yi5pR6dsB,conj,mm,sim_conj_rs_mm_2,1,1.912,1,1.309
gap,R_OPCfSDjGV5SHORr,conj,m,sim_conj_gd_m_1,1,2.501,1,0.41
gap,R_OPCfSDjGV5SHORr,conj,m,sim_conj_gd_m_2,1,0.451,1,0.655
gap,R_OPCfSDjGV5SHORr,conj,m,sim_conj_gs_m_1,1,0.732,1,0.523
gap,R_OPCfSDjGV5SHORr,conj,m,sim_conj_gs_m_2,1,0.533,1,0.521
gap,R_OPCfSDjGV5SHORr,conj,m,sim_conj_rd_m_1,1,0.629,1,0.497
gap,R_OPCfSDjGV5SHORr,conj,m,sim_conj_rd_m_2,1,0.798,1,0.465
gap,R_OPCfSDjGV5SHORr,conj,m,sim_conj_rs_m_1,1,0.647,1,0.451
gap,R_OPCfSDjGV5SHORr,conj,m,sim_conj_rs_m_2,1,1.024,1,0.57
gap,R_OPCfSDjGV5SHORr,conj,mm,sim_conj_gd_mm_1,1,0.471,1,0.618
gap,R_OPCfSDjGV5SHORr,conj,mm,sim_conj_gd_mm_2,1,0.646,1,0.704
gap,R_OPCfSDjGV5SHORr,conj,mm,sim_conj_gs_mm_1,1,0.623,1,0.546
gap,R_OPCfSDjGV5SHORr,conj,mm,sim_conj_gs_mm_2,1,0.518,1,1.071
gap,R_OPCfSDjGV5SHORr,conj,mm,sim_conj_rd_mm_1,1,0.517,1,0.659
gap,R_OPCfSDjGV5SHORr,conj,mm,sim_conj_rd_mm_2,1,0.686,1,0.616
gap,R_OPCfSDjGV5SHORr,conj,mm,sim_conj_rs_mm_1,1,0.697,1,0.964
gap,R_OPCfSDjGV5SHORr,conj,mm,sim_conj_rs_mm_2,1,0.722,1,0.659
no_gap,R_Ope2sXA3sL6z35T,conj,m,sim_conj_gd_m_1,1,0.698,1,0.657
no_gap,R_Ope2sXA3sL6z35T,conj,m,sim_conj_gd_m_2,1,0.903,1,0.694
no_gap,R_Ope2sXA3sL6z35T,conj,m,sim_conj_gs_m_1,1,0.783,1,0.567
no_gap,R_Ope2sXA3sL6z35T,conj,m,sim_conj_gs_m_2,1,0.902,1,0.555
no_gap,R_Ope2sXA3sL6z35T,conj,m,sim_conj_rd_m_1,1,0.925,1,0.652
no_gap,R_Ope2sXA3sL6z35T,conj,m,sim_conj_rd_m_2,1,0.869,1,0.78
no_gap,R_Ope2sXA3sL6z35T,conj,m,sim_conj_rs_m_1,1,0.839,1,0.331
no_gap,R_Ope2sXA3sL6z35T,conj,m,sim_conj_rs_m_2,1,0.946,1,0.585
no_gap,R_Ope2sXA3sL6z35T,conj,mm,sim_conj_gd_mm_1,1,0.831,1,0.75
no_gap,R_Ope2sXA3sL6z35T,conj,mm,sim_conj_gd_mm_2,1,0.918,1,0.931
no_gap,R_Ope2sXA3sL6z35T,conj,mm,sim_conj_gs_mm_1,1,0.5,1,0.958
no_gap,R_Ope2sXA3sL6z35T,conj,mm,sim_conj_gs_mm_2,1,0.778,1,0.924
no_gap,R_Ope2sXA3sL6z35T,conj,mm,sim_conj_rd_mm_1,1,0.607,1,0.861
no_gap,R_Ope2sXA3sL6z35T,conj,mm,sim_conj_rd_mm_2,1,0.686,1,0.961
no_gap,R_Ope2sXA3sL6z35T,conj,mm,sim_conj_rs_mm_1,1,1.042,1,0.478
no_gap,R_Ope2sXA3sL6z35T,conj,mm,sim_conj_rs_mm_2,1,0.654,1,0.982
no_gap,R_PA36VyjszG9W9gt,conj,m,sim_conj_gd_m_1,1,0.944,1,0.683
no_gap,R_PA36VyjszG9W9gt,conj,m,sim_conj_gd_m_2,1,0.935,1,1.093
no_gap,R_PA36VyjszG9W9gt,conj,m,sim_conj_gs_m_1,1,0.94,1,1.33
no_gap,R_PA36VyjszG9W9gt,conj,m,sim_conj_gs_m_2,1,1.154,1,0.39
no_gap,R_PA36VyjszG9W9gt,conj,m,sim_conj_rd_m_1,1,1.007,0,0.583
no_gap,R_PA36VyjszG9W9gt,conj,m,sim_conj_rd_m_2,1,0.972,1,1.112
no_gap,R_PA36VyjszG9W9gt,conj,m,sim_conj_rs_m_1,1,1.99,0,0.806
no_gap,R_PA36VyjszG9W9gt,conj,m,sim_conj_rs_m_2,1,1.292,1,1.285
no_gap,R_PA36VyjszG9W9gt,conj,mm,sim_conj_gd_mm_1,1,1.222,1,0.826
no_gap,R_PA36VyjszG9W9gt,conj,mm,sim_conj_gd_mm_2,1,1.216,0,0.793
no_gap,R_PA36VyjszG9W9gt,conj,mm,sim_conj_gs_mm_1,0,2.874,1,0.974
no_gap,R_PA36VyjszG9W9gt,conj,mm,sim_conj_gs_mm_2,1,1.506,1,0.993
no_gap,R_PA36VyjszG9W9gt,conj,mm,sim_conj_rd_mm_1,1,1.703,1,1.152
no_gap,R_PA36VyjszG9W9gt,conj,mm,sim_conj_rd_mm_2,0,5.026,1,0.982
no_gap,R_PA36VyjszG9W9gt,conj,mm,sim_conj_rs_mm_1,1,1.34,1,1.238
no_gap,R_PA36VyjszG9W9gt,conj,mm,sim_conj_rs_mm_2,1,2.291,0,0.909
gap,R_pEoe2uY6YbOw3aF,conj,m,sim_conj_gd_m_1,1,0.547,1,0.417
gap,R_pEoe2uY6YbOw3aF,conj,m,sim_conj_gd_m_2,1,0.38,1,0.466
gap,R_pEoe2uY6YbOw3aF,conj,m,sim_conj_gs_m_1,0,0.415,1,0.342
gap,R_pEoe2uY6YbOw3aF,conj,m,sim_conj_gs_m_2,1,0.382,1,0.55
gap,R_pEoe2uY6YbOw3aF,conj,m,sim_conj_rd_m_1,1,0.422,1,0.449
gap,R_pEoe2uY6YbOw3aF,conj,m,sim_conj_rd_m_2,0,2.091,1,0.334
gap,R_pEoe2uY6YbOw3aF,conj,m,sim_conj_rs_m_1,1,0.955,1,0.346
gap,R_pEoe2uY6YbOw3aF,conj,m,sim_conj_rs_m_2,1,0.391,0,0.452
gap,R_pEoe2uY6YbOw3aF,conj,mm,sim_conj_gd_mm_1,1,0.451,1,0.444
gap,R_pEoe2uY6YbOw3aF,conj,mm,sim_conj_gd_mm_2,0,1.4,1,0.537
gap,R_pEoe2uY6YbOw3aF,conj,mm,sim_conj_gs_mm_1,1,0.535,1,0.448
gap,R_pEoe2uY6YbOw3aF,conj,mm,sim_conj_gs_mm_2,1,0.451,1,0.451
gap,R_pEoe2uY6YbOw3aF,conj,mm,sim_conj_rd_mm_1,1,0.47,1,0.434
gap,R_pEoe2uY6YbOw3aF,conj,mm,sim_conj_rd_mm_2,1,0.452,1,0.47
gap,R_pEoe2uY6YbOw3aF,conj,mm,sim_conj_rs_mm_1,1,0.443,1,0.419
gap,R_pEoe2uY6YbOw3aF,conj,mm,sim_conj_rs_mm_2,1,0.521,1,0.498
gap,R_PIpINaW6xp0qDD3,conj,m,sim_conj_gd_m_1,0,1.024,1,0.678
gap,R_PIpINaW6xp0qDD3,conj,m,sim_conj_gd_m_2,1,1.27,1,0.605
gap,R_PIpINaW6xp0qDD3,conj,m,sim_conj_gs_m_1,1,0.576,1,0.511
gap,R_PIpINaW6xp0qDD3,conj,m,sim_conj_gs_m_2,1,0.638,1,0.511
gap,R_PIpINaW6xp0qDD3,conj,m,sim_conj_rd_m_1,1,0.39,1,0.873
gap,R_PIpINaW6xp0qDD3,conj,m,sim_conj_rd_m_2,1,0.795,1,0.498
gap,R_PIpINaW6xp0qDD3,conj,m,sim_conj_rs_m_1,1,0.524,1,0.615
gap,R_PIpINaW6xp0qDD3,conj,m,sim_conj_rs_m_2,1,0.663,1,0.516
gap,R_PIpINaW6xp0qDD3,conj,mm,sim_conj_gd_mm_1,1,1.028,1,0.488
gap,R_PIpINaW6xp0qDD3,conj,mm,sim_conj_gd_mm_2,1,0.463,1,0.58
gap,R_PIpINaW6xp0qDD3,conj,mm,sim_conj_gs_mm_1,1,0.557,1,0.476
gap,R_PIpINaW6xp0qDD3,conj,mm,sim_conj_gs_mm_2,1,0.568,1,0.523
gap,R_PIpINaW6xp0qDD3,conj,mm,sim_conj_rd_mm_1,1,0.66,1,0.755
gap,R_PIpINaW6xp0qDD3,conj,mm,sim_conj_rd_mm_2,1,0.559,1,0.645
gap,R_PIpINaW6xp0qDD3,conj,mm,sim_conj_rs_mm_1,1,0.539,1,0.487
gap,R_PIpINaW6xp0qDD3,conj,mm,sim_conj_rs_mm_2,1,0.672,1,0.59
gap,R_pK7U209871YpYIN,conj,m,sim_conj_gd_m_1,1,0.99,1,2.033
gap,R_pK7U209871YpYIN,conj,m,sim_conj_gd_m_2,1,7.248,0,1.475
gap,R_pK7U209871YpYIN,conj,m,sim_conj_gs_m_1,1,1.421,1,1.569
gap,R_pK7U209871YpYIN,conj,m,sim_conj_gs_m_2,1,2.669,1,2.386
gap,R_pK7U209871YpYIN,conj,m,sim_conj_rd_m_1,1,1.546,1,2.091
gap,R_pK7U209871YpYIN,conj,m,sim_conj_rd_m_2,1,1.485,1,1.328
gap,R_pK7U209871YpYIN,conj,m,sim_conj_rs_m_1,1,1.224,1,1.884
gap,R_pK7U209871YpYIN,conj,m,sim_conj_rs_m_2,1,1.158,1,1.57
gap,R_pK7U209871YpYIN,conj,mm,sim_conj_gd_mm_1,1,1.295,1,4.176
gap,R_pK7U209871YpYIN,conj,mm,sim_conj_gd_mm_2,1,2.788,1,1.469
gap,R_pK7U209871YpYIN,conj,mm,sim_conj_gs_mm_1,1,1.366,1,1.474
gap,R_pK7U209871YpYIN,conj,mm,sim_conj_gs_mm_2,1,0.744,0,19.819
gap,R_pK7U209871YpYIN,conj,mm,sim_conj_rd_mm_1,1,1.23,0,1.137
gap,R_pK7U209871YpYIN,conj,mm,sim_conj_rd_mm_2,1,1.622,1,1.219
gap,R_pK7U209871YpYIN,conj,mm,sim_conj_rs_mm_1,1,1.204,0,2.578
gap,R_pK7U209871YpYIN,conj,mm,sim_conj_rs_mm_2,1,1.639,1,1.558
gap,R_pngU1YVfrXpM6m5,conj,m,sim_conj_gd_m_1,1,0.435,1,0.332
gap,R_pngU1YVfrXpM6m5,conj,m,sim_conj_gd_m_2,1,0.411,1,0.577
gap,R_pngU1YVfrXpM6m5,conj,m,sim_conj_gs_m_1,1,0.626,1,0.361
gap,R_pngU1YVfrXpM6m5,conj,m,sim_conj_gs_m_2,1,0.511,1,0.586
gap,R_pngU1YVfrXpM6m5,conj,m,sim_conj_rd_m_1,1,0.352,1,0.417
gap,R_pngU1YVfrXpM6m5,conj,m,sim_conj_rd_m_2,1,0.394,1,0.546
gap,R_pngU1YVfrXpM6m5,conj,m,sim_conj_rs_m_1,1,0.437,1,1.055
gap,R_pngU1YVfrXpM6m5,conj,m,sim_conj_rs_m_2,1,0.333,1,1.031
gap,R_pngU1YVfrXpM6m5,conj,mm,sim_conj_gd_mm_1,1,0.429,1,0.585
gap,R_pngU1YVfrXpM6m5,conj,mm,sim_conj_gd_mm_2,0,0.594,1,0.442
gap,R_pngU1YVfrXpM6m5,conj,mm,sim_conj_gs_mm_1,1,0.663,1,0.505
