Task,Trial Type,PPnr,accuracy,reaction_time
long cue,dual feature,R_ZahaFNCfOgy05xL,0.875,1.17
long cue,dual feature,R_ZaxZDyOScZVjzz3,0.875,0.96
long cue,dual feature,R_zZ3GrNWCcyKf98B,0.938,0.917
long cue,single feature,R_08x3yfNtCFtgBYl,NaN,NaN
long cue,single feature,R_0OmSAzFURsT3hND,NaN,NaN
long cue,single feature,R_10ZPMCCzcV8FG6A,NaN,NaN
long cue,single feature,R_12s68Ligswec1t3,NaN,NaN
long cue,single feature,R_1BPAkPhD282eIwa,NaN,NaN
long cue,single feature,R_1CDQa7qsN9RNzFH,NaN,NaN
long cue,single feature,R_1CJcSTbRoTUCqgI,NaN,NaN
long cue,single feature,R_1cUmxE0nB0eQ5tx,NaN,NaN
long cue,single feature,R_1cUnP5PoHL3kGw8,NaN,NaN
long cue,single feature,R_1cZYqPuI2ovCe8d,NaN,NaN
long cue,single feature,R_1DuNzuDT2Ly6aYo,NaN,NaN
long cue,single feature,R_1Ej3yOyXSRu4rHj,NaN,NaN
long cue,single feature,R_1eK9C4dUWMG5UoE,NaN,NaN
long cue,single feature,R_1erta2V92H4drrE,NaN,NaN
long cue,single feature,R_1ex76BKICzdLpi3,NaN,NaN
long cue,single feature,R_1flJVVkbxzk1i5c,NaN,NaN
long cue,single feature,R_1g6KjG4gA3vEJF7,NaN,NaN
long cue,single feature,R_1gHKNsWNE1ugMUa,NaN,NaN
long cue,single feature,R_1HkLtKPGeWEXFwg,NaN,NaN
long cue,single feature,R_1HpZbLVjg7CUvTk,NaN,NaN
long cue,single feature,R_1hzkst2wvP8JIH4,NaN,NaN
long cue,single feature,R_1IfTVw1P9JXGPqL,NaN,NaN
long cue,single feature,R_1imoeufCHjjazMW,NaN,NaN
long cue,single feature,R_1IR8kofj9wFWdIF,NaN,NaN
long cue,single feature,R_1ISOn43feC1HgrC,NaN,NaN
long cue,single feature,R_1IXVr7a4rbLclDy,NaN,NaN
long cue,single feature,R_1jCgwQdSLoXJHUV,NaN,NaN
long cue,single feature,R_1jDKVL7IiGl9Yg2,NaN,NaN
long cue,single feature,R_1jE8xih7Lg9IirX,NaN,NaN
long cue,single feature,R_1jH3pdKIvdSHNIY,NaN,NaN
long cue,single feature,R_1jrzi2l761541zF,NaN,NaN
long cue,single feature,R_1K3eLYRF0WM0F1x,NaN,NaN
long cue,single feature,R_1K6KGucq5uhaFzv,NaN,NaN
long cue,single feature,R_1K71a7Ou0dd9RDl,NaN,NaN
long cue,single feature,R_1KqDdYqdsxJyWIf,NaN,NaN
long cue,single feature,R_1LXmTvk5iLuGEaA,NaN,NaN
long cue,single feature,R_1lzzukvJq3atYiQ,NaN,NaN
long cue,single feature,R_1mC4cBupoC4tHV4,NaN,NaN
long cue,single feature,R_1mIULYprIrOv92G,NaN,NaN
long cue,single feature,R_1mmFOe3uknXraci,NaN,NaN
long cue,single feature,R_1nOO1BGaTXG8VNZ,NaN,NaN
long cue,single feature,R_1nOQ0qbgqQcSRz6,NaN,NaN
long cue,single feature,R_1OkOyQCupky29ws,NaN,NaN
long cue,single feature,R_1OVnUIQoDvuoLoa,NaN,NaN
long cue,single feature,R_1PemspRhIIq93Jq,NaN,NaN
long cue,single feature,R_1pMrEEZMbPml0WU,NaN,NaN
long cue,single feature,R_1pukYYnbpsfMrZv,NaN,NaN
long cue,single feature,R_1PXVhaM73VwX7i7,NaN,NaN
long cue,single feature,R_1QDSGYxg9iGBQ1N,NaN,NaN
long cue,single feature,R_1qXpoOypYbjTRWl,NaN,NaN
long cue,single feature,R_1rla5wg2eJeofgU,NaN,NaN
long cue,single feature,R_1rvojTzRtsDhwWZ,NaN,NaN
long cue,single feature,R_1XqCDwzg1i2Esxj,NaN,NaN
long cue,single feature,R_20Mv4w5vYeNCTls,NaN,NaN
long cue,single feature,R_23TwjQv7jVMZAHh,NaN,NaN
long cue,single feature,R_24HieJfWwUqqVSw,NaN,NaN
long cue,single feature,R_24jTtLg98nGv99c,NaN,NaN
long cue,single feature,R_25BzCJwLFrqdpOi,NaN,NaN
long cue,single feature,R_27EkFokF3zDCAFg,NaN,NaN
long cue,single feature,R_27HkygMlXuzFDss,NaN,NaN
long cue,single feature,R_28B8ByTcmPbYYBi,NaN,NaN
long cue,single feature,R_290a4seCfd02VPe,NaN,NaN
long cue,single feature,R_29buJYsXisup2Mb,NaN,NaN
long cue,single feature,R_2aDYCLDeHnDcoTK,NaN,NaN
long cue,single feature,R_2AZHWSSUZ7gAeVu,NaN,NaN
long cue,single feature,R_2BnRYuqRU9MgxDH,NaN,NaN
long cue,single feature,R_2BtIrCsNLg3M5Hv,NaN,NaN
long cue,single feature,R_2c6m9mRMP3vRtxF,NaN,NaN
long cue,single feature,R_2cc7FPRMpuGx2CV,NaN,NaN
long cue,single feature,R_2CDt4ymTrZ6kFn0,NaN,NaN
long cue,single feature,R_2cnGgIRvbYUU2JM,NaN,NaN
long cue,single feature,R_2cvhE0HTQ1JO49j,NaN,NaN
long cue,single feature,R_2dYKuSke1t2VOfa,NaN,NaN
long cue,single feature,R_2f6VCNeHmcSqTrE,NaN,NaN
long cue,single feature,R_2fD1bJjW95gw3LB,NaN,NaN
long cue,single feature,R_2P1NXSwrNBPPbSy,NaN,NaN
long cue,single feature,R_2P5OftLBu8Xnm63,NaN,NaN
long cue,single feature,R_2pJiC30bA23mBP9,NaN,NaN
long cue,single feature,R_2QggTeu9uNjR2Kz,NaN,NaN
long cue,single feature,R_2Qn8nKQlmurWj6x,NaN,NaN
long cue,single feature,R_2qxGC4cTbe7xhyS,NaN,NaN
long cue,single feature,R_2R81qJfBkmFANkJ,NaN,NaN
long cue,single feature,R_2rVd3Udq0Naa4tm,NaN,NaN
long cue,single feature,R_2s5BrOZwyfMmXNT,NaN,NaN
long cue,single feature,R_2saKX0rCpQMSpWC,NaN,NaN
long cue,single feature,R_2sZwXaQWcDrXX4J,NaN,NaN
long cue,single feature,R_2t2RITW5Msrt0v1,NaN,NaN
long cue,single feature,R_2t8PKxoTop4myWX,NaN,NaN
long cue,single feature,R_2TvjCe31vsmiZgF,NaN,NaN
long cue,single feature,R_2tzNr5GcFWibgNj,NaN,NaN
long cue,single feature,R_2uaROXK2JM6R5KN,NaN,NaN
long cue,single feature,R_2uEyL6gg252E1VJ,NaN,NaN
long cue,single feature,R_2uPd3IAgL1aElYJ,NaN,NaN
long cue,single feature,R_2UYj6qVJqb6JhXS,NaN,NaN
long cue,single feature,R_2v1EkCyV15Ok7D5,NaN,NaN
long cue,single feature,R_2v6M4LykwnHQpey,NaN,NaN
long cue,single feature,R_2wgkGKCmXhgbs6f,NaN,NaN
long cue,single feature,R_2whKJfx0Nt043dd,NaN,NaN
long cue,single feature,R_2xIZjV9sIl4RF6P,NaN,NaN
long cue,single feature,R_2xxfsrIN77B2IyP,NaN,NaN
long cue,single feature,R_2Y5SgzE2hzm4IzP,NaN,NaN
long cue,single feature,R_2zMG3pjpYVG6q9D,NaN,NaN
long cue,single feature,R_2zZOxm6mvhN3djv,NaN,NaN
long cue,single feature,R_31HQAyCP0raT1FV,NaN,NaN
long cue,single feature,R_32Ph5gf2egyE3BQ,NaN,NaN
long cue,single feature,R_32SfLOnCsAkGpkr,NaN,NaN
long cue,single feature,R_389Zio7QxIjX2Gl,NaN,NaN
long cue,single feature,R_3CE2psUILAye8Gw,NaN,NaN
long cue,single feature,R_3CQ5KT4CZBYWAlC,NaN,NaN
long cue,single feature,R_3dG1KAXAFwYYSNa,NaN,NaN
long cue,single feature,R_3dYB6FtZaYKmnQI,NaN,NaN
long cue,single feature,R_3ekQwKF3mgu5b6t,NaN,NaN
long cue,single feature,R_3emJvrH8C0R8XAf,NaN,NaN
long cue,single feature,R_3EnIpSKfpoFxj4q,NaN,NaN
long cue,single feature,R_3F4Nuu63mcg282m,NaN,NaN
long cue,single feature,R_3fekyhJ51vsHhVz,NaN,NaN
long cue,single feature,R_3huTrvGn33dOCmD,NaN,NaN
long cue,single feature,R_3hxsgJPCQz6ODRf,NaN,NaN
long cue,single feature,R_3I6Ku341O3voRKF,NaN,NaN
long cue,single feature,R_3IawjgtbqJ8vZS1,NaN,NaN
long cue,single feature,R_3IbLExNViiL7Wmj,NaN,NaN
long cue,single feature,R_3isy7djZDjX51Zy,NaN,NaN
long cue,single feature,R_3iUBe2A2sqTNxe6,NaN,NaN
long cue,single feature,R_3J5dZzQpHZlbptE,NaN,NaN
long cue,single feature,R_3J7WamqLp1arSYg,NaN,NaN
long cue,single feature,R_3J8imcd2CT8E7nV,NaN,NaN
long cue,single feature,R_3JepjzwRIn4QNMa,NaN,NaN
long cue,single feature,R_3JKuKZTaXlZlS9L,NaN,NaN
long cue,single feature,R_3L0GKcwhfD3ONGp,NaN,NaN
long cue,single feature,R_3L8bKSLPWWYQbb1,NaN,NaN
long cue,single feature,R_3lA2P9y5IuW1K16,NaN,NaN
long cue,single feature,R_3lQSewC3zD0cqPm,NaN,NaN
long cue,single feature,R_3lW8WmUtn8ktnqb,NaN,NaN
long cue,single feature,R_3LYmXrQqAEkquZp,NaN,NaN
long cue,single feature,R_3m29EB99jBC3eYM,NaN,NaN
long cue,single feature,R_3mfrYYubAvKcVXD,NaN,NaN
long cue,single feature,R_3MrsBALpPMDdc4K,NaN,NaN
long cue,single feature,R_3MsZ1FtrecdI6Bk,NaN,NaN
long cue,single feature,R_3ni4oB2dXSyqVt5,NaN,NaN
long cue,single feature,R_3NLrAGnHeCcusnN,NaN,NaN
long cue,single feature,R_3nTN2on5k76PSqy,NaN,NaN
long cue,single feature,R_3nuRnyn8F7V1zzY,NaN,NaN
long cue,single feature,R_3nvCR77A2gIXUnU,NaN,NaN
long cue,single feature,R_3OijgTkqK3N1vDR,NaN,NaN
long cue,single feature,R_3PH8KwGY7M572k7,NaN,NaN
long cue,single feature,R_3PhNSDcozSxV4x6,NaN,NaN
long cue,single feature,R_3PHnuh1NwQxBUke,NaN,NaN
long cue,single feature,R_3plRloA3DMCWRlm,NaN,NaN
long cue,single feature,R_3PoF0xbH4zPk6H9,NaN,NaN
long cue,single feature,R_3PUkBY8ioPt2QHk,NaN,NaN
long cue,single feature,R_3qE9UFs34ohzB4u,NaN,NaN
long cue,single feature,R_3qIGvV1gBPeGAF3,NaN,NaN
long cue,single feature,R_3qqgOHNsjhwxEbU,NaN,NaN
long cue,single feature,R_3r1hJN0OmOW9eWt,NaN,NaN
long cue,single feature,R_3r2uzs1xxGdN7Xt,NaN,NaN
long cue,single feature,R_3R2V7o3AKvD3riN,NaN,NaN
long cue,single feature,R_3sgjFLFAcfatVu1,NaN,NaN
long cue,single feature,R_3snnTFxEmMWchE3,NaN,NaN
long cue,single feature,R_4HGqzV1TmoKnmRb,NaN,NaN
long cue,single feature,R_4UcujUnUkeMAjcd,NaN,NaN
long cue,single feature,R_5AccJZEMv9dA7ZL,NaN,NaN
long cue,single feature,R_5Bl0sD2ma6kOenD,NaN,NaN
long cue,single feature,R_6QoG7SGfNSA5MY1,NaN,NaN
long cue,single feature,R_78aLaJZ9ov7E4z7,NaN,NaN
long cue,single feature,R_7QYLh7Cv4ho9ne9,NaN,NaN
long cue,single feature,R_8039DfpRFz4mdlD,NaN,NaN
long cue,single feature,R_81zsKze4hKiO3Ch,NaN,NaN
long cue,single feature,R_821ywZ3Ur7opgmR,NaN,NaN
long cue,single feature,R_8qYu2CCKRBiPBjb,NaN,NaN
long cue,single feature,R_AhqftoXBoaz9xId,NaN,NaN
long cue,single feature,R_aXyHoAyLu9CDc4N,NaN,NaN
long cue,single feature,R_BEpHnJisiwxS1z3,NaN,NaN
long cue,single feature,R_bj5pW4Iu3tLbUnT,NaN,NaN
long cue,single feature,R_bJ8LN8hW9Wr5SFj,NaN,NaN
long cue,single feature,R_BV2jiQRnLfyGBYl,NaN,NaN
long cue,single feature,R_Cjijzqk1J6xkLdf,NaN,NaN
long cue,single feature,R_d6C5372Rri91D57,NaN,NaN
long cue,single feature,R_DcbIYJJOl9NfnSV,NaN,NaN
long cue,single feature,R_dh9Z16ZeR9OmSJj,NaN,NaN
long cue,single feature,R_dm7E2sdo1YUjT3z,NaN,NaN
long cue,single feature,R_dmY5Tc0WANqnPs5,NaN,NaN
long cue,single feature,R_eai96tm4PUo2JmF,NaN,NaN
long cue,single feature,R_eJrfTYcTp9qL7ix,NaN,NaN
long cue,single feature,R_eyNfgTiSRXT8Xi9,NaN,NaN
long cue,single feature,R_O0WT1fmWD73IgCZ,NaN,NaN
long cue,single feature,R_Ope2sXA3sL6z35T,NaN,NaN
long cue,single feature,R_PA36VyjszG9W9gt,NaN,NaN
long cue,single feature,R_pufazghR2YH4Vqx,NaN,NaN
long cue,single feature,R_PYUFtJ6v69P19WF,NaN,NaN
long cue,single feature,R_Q3QAyLhzVGkm1hL,NaN,NaN
long cue,single feature,R_r25ZrJt80L0xZ5v,NaN,NaN
long cue,single feature,R_sZRf0Q5e9LGW9gJ,NaN,NaN
long cue,single feature,R_tLqTSkDsUZvWP4t,NaN,NaN
long cue,single feature,R_tQjTkAdN6h1rHHP,NaN,NaN
long cue,single feature,R_UA47gf9TzaRpJ0B,NaN,NaN
long cue,single feature,R_UnfbYQPONiXwHgB,NaN,NaN
long cue,single feature,R_vcofmMoT48YgqGd,NaN,NaN
long cue,single feature,R_vdAXj8lKTQiuvLj,NaN,NaN
long cue,single feature,R_vl7yAhjMq73ut4l,NaN,NaN
long cue,single feature,R_VPabY1AJYIyCZPz,NaN,NaN
long cue,single feature,R_W8LdRMuNzFlfzfX,NaN,NaN
long cue,single feature,R_WfBh84bVieh94u5,NaN,NaN
long cue,single feature,R_xfUcAaPbjk0g6Jz,NaN,NaN
long cue,single feature,R_Y050be3d1qTgt21,NaN,NaN
long cue,single feature,R_ykzlIRPd0KX2ZW1,NaN,NaN
long cue,single feature,R_ypQ4ZCs1p2l24eJ,NaN,NaN
long cue,single feature,R_yPWGGeD3XC6CB0t,NaN,NaN
long cue,single feature,R_1240oKwSUYFSJUY,1,0.675
long cue,single feature,R_125qGAPsEKNgCik,0.875,1.16
long cue,single feature,R_1BYsxPc3DVzRRdc,0.813,1.21
long cue,single feature,R_1C4075atnBURXV9,1,0.597
long cue,single feature,R_1Ca7oDDfGUuqpD2,0.875,1.02
long cue,single feature,R_1DUQTsUdLXCAotg,0.938,0.69
long cue,single feature,R_1Ed18J86Ydnz5JK,0.75,0.887
long cue,single feature,R_1F3O1RwVVn1ANjS,0.938,0.672
long cue,single feature,R_1fd9g37kVcLlQon,0.938,0.775
long cue,single feature,R_1fjeMABd9YtFdM2,0.75,0.873
long cue,single feature,R_1FkyCxrQzCKlVM3,0.938,0.973
long cue,single feature,R_1FlZaoI26lrL1xW,0.938,0.601
long cue,single feature,R_1FQy7LAFBlt3sbw,0.875,1.14
long cue,single feature,R_1FzvTdctlBl6mau,0.875,1.2
long cue,single feature,R_1GEw2ntVr6WT5FY,0.938,0.816
long cue,single feature,R_1gGFiI9dwPgNWnF,1,0.816
long cue,single feature,R_1gTnf5neAjKhFhT,0.938,1.05
long cue,single feature,R_1H5WiYRCLXLoMr6,1,0.876
long cue,single feature,R_1hKL5I25Q84xW4U,1,2.25
long cue,single feature,R_1hXp8VCud7SMiKb,0.938,0.841
long cue,single feature,R_1IagvrDfWeu1SzI,0.938,0.818
long cue,single feature,R_1iffR2ZzRyikKgD,0.938,0.613
long cue,single feature,R_1jrMskfuP7Mrr9S,0.938,0.616
long cue,single feature,R_1K2LTDdSTkk0CkO,0.813,0.716
long cue,single feature,R_1KkDDjZQonL8jXf,0.813,1.43
long cue,single feature,R_1lo8TnSLVLCPrMI,0.75,0.988
long cue,single feature,R_1Nex25Z07JEPqPT,1,0.842
long cue,single feature,R_1oAMtAsotlpba75,1,0.566
long cue,single feature,R_1oBEFfxegvaFxqs,1,0.976
long cue,single feature,R_1OE6gsnJdCYDJNp,0.813,1.25
long cue,single feature,R_1OJJIMbAOHmEsc6,0.938,0.578
long cue,single feature,R_1onlnd0PSlmh0kP,0.938,1.5
long cue,single feature,R_1Oy5gti2oOMkrmx,1,0.999
long cue,single feature,R_1pJPjmN0ZA5yTy2,0.875,1.37
long cue,single feature,R_1ptx896QKfU4151,0.938,0.926
long cue,single feature,R_1Q0nnQSbpfMIzl8,0.813,1.72
long cue,single feature,R_1QcQ8lM8sMgbe9Z,1,0.771
long cue,single feature,R_1QhHQgn3oncjPVH,1,0.588
long cue,single feature,R_1r9CI6AFSBMawII,0.75,1.04
long cue,single feature,R_2107Kbqwjw5sjVi,1,0.719
long cue,single feature,R_21A0Opwy47DGP0D,1,0.83
long cue,single feature,R_21ixygMv7kGQldy,0.938,0.913
long cue,single feature,R_232mnWKrVorZxtV,0.938,1.46
long cue,single feature,R_23UGi46yIwlgRIg,0.938,0.634
long cue,single feature,R_23V6KyyFTKNSfr0,0.938,1.01
long cue,single feature,R_24f2Xj2zVejGVvr,1,0.66
long cue,single feature,R_24MjDzYaj8vSl2F,0.875,1.18
long cue,single feature,R_26aTxals5ya98Bn,0.875,0.761
long cue,single feature,R_27I2lMBC4C9HqXh,1,0.775
long cue,single feature,R_27IKiFTRUeouja1,0.813,1.39
long cue,single feature,R_27TjhkHUtsmEKXv,0.938,1.31
long cue,single feature,R_29buiFpEHzEyviM,1,0.435
long cue,single feature,R_2AGbTgxStxS8OK7,1,0.855
long cue,single feature,R_2ASEGOsJ8SHSVr5,1,0.959
long cue,single feature,R_2bHPDYy6X92e2YW,0.938,0.615
long cue,single feature,R_2Bu63NcF98ifXiE,0.938,0.634
long cue,single feature,R_2CTk31LB5KSXTUK,1,0.654
long cue,single feature,R_2cubeyiZDy5kcWK,0.938,0.858
long cue,single feature,R_2D5fuTu0fyLlRoG,1,0.685
long cue,single feature,R_2dH0HFAfxeETPyV,0.938,0.752
long cue,single feature,R_2diq2w8gEnf5L8z,0.938,0.621
long cue,single feature,R_2DRKnOvAi7cEOEe,1,0.596
long cue,single feature,R_2e2xTrAELL35qnU,0.938,0.951
long cue,single feature,R_2EAwGG7T8u9elvy,1,0.481
long cue,single feature,R_2EGbNncbkrLeOBn,0.813,1.34
long cue,single feature,R_2fBULLTffGRBWLb,0.75,1.12
long cue,single feature,R_2fesTAMA2X5bx5T,1,0.51
long cue,single feature,R_2fvMbaH7XgyVyCF,0.875,1.29
long cue,single feature,R_2PutYEFsewiz88m,0.75,1.24
long cue,single feature,R_2PzXxMCgeJjWWLk,0.875,0.946
long cue,single feature,R_2q9ip8BsXKWy3tB,0.875,1.14
long cue,single feature,R_2qCYwbcshBGMWl9,0.813,0.78
long cue,single feature,R_2RPRywAKJIJoXwq,0.938,0.909
long cue,single feature,R_2sSBN4IUEWRzEHE,0.875,1.3
long cue,single feature,R_2t3eKQMwJ13cTxu,0.875,0.983
long cue,single feature,R_2t5VMWadJZXwhol,0.688,1.05
long cue,single feature,R_2tKElLKJ2RzYeOL,1,1.18
long cue,single feature,R_2TOewpP52D1ZcQi,1,0.609
long cue,single feature,R_2TvIpggb40wzcMj,0.875,0.593
long cue,single feature,R_2Ugx54Yz1N7CJ36,0.938,0.703
long cue,single feature,R_2UWLzuZCkACVgCP,0.938,1.11
long cue,single feature,R_2uZFhWaBfnO4ECU,1,1.2
long cue,single feature,R_2VBBNsozbzxpfT9,0.938,0.672
long cue,single feature,R_2Vx6MwTvzph2nt3,0.875,0.91
long cue,single feature,R_2w5NkTjpk5sIZmL,1,0.577
long cue,single feature,R_2z5D2HPnn3XvNKK,0.583,0.81
long cue,single feature,R_2z5xbqVjjSIyJdo,1,1.41
long cue,single feature,R_2zAzUdW0VLW47Ua,0.875,0.641
long cue,single feature,R_2zOyxhAfuZbfaqm,0.875,1.55
long cue,single feature,R_302H874OqnSbmug,1,0.747
long cue,single feature,R_3061vbhI41l7m5V,1,0.788
long cue,single feature,R_31zRT6XRWDLt6XR,0.938,0.933
long cue,single feature,R_325E8Zcstn7PYYf,0.813,0.895
long cue,single feature,R_32X7zIltyrBl2XJ,0.875,1.03
long cue,single feature,R_33gvmuPR94pwSQR,0.813,1.27
long cue,single feature,R_33wriurPRqAICJQ,0.938,1.1
long cue,single feature,R_3CH6GYzeXMmQ3BR,0.938,0.831
long cue,single feature,R_3dYRf1LJJY5sNDQ,0.813,0.742
long cue,single feature,R_3dYYZ1eB57mzvcP,1,0.621
long cue,single feature,R_3E9zqUUokucmyvi,0.875,1.25
long cue,single feature,R_3EXNIE6ibfayydJ,1,0.488
long cue,single feature,R_3F54OWKljGjDYun,0.938,0.6
long cue,single feature,R_3fftJphDI5wp8jD,1,0.885
long cue,single feature,R_3fIafKngtt8LCdv,0.938,0.763
long cue,single feature,R_3G3aqKAxalampJB,1,0.519
long cue,single feature,R_3GfEE0tSJtpYpDK,0.938,0.936
long cue,single feature,R_3gMLdLQylpAUOCz,0.938,0.655
long cue,single feature,R_3GrJEh3BPMqoUIE,0.75,0.809
long cue,single feature,R_3gSdxynZBUsA24l,1,0.95
long cue,single feature,R_3GwicDp1Qe1fIYu,1,0.863
long cue,single feature,R_3Hov1y7dOtcDZlE,0.688,1.11
long cue,single feature,R_3Ht3R1VCyo41bf7,0.688,0.81
long cue,single feature,R_3Hzu7sZLBROTBKI,1,0.913
long cue,single feature,R_3Ic5XcXj3i1cbFL,0.813,0.614
long cue,single feature,R_3iFr8MpMy69byrN,1,1.15
long cue,single feature,R_3j0uBCOqMwUzlCW,0.938,0.968
long cue,single feature,R_3j9ApP6uO0ORpcw,1,0.705
long cue,single feature,R_3jAe4d8aowHEK53,0.875,1.24
long cue,single feature,R_3JCQVowq4SWDWhO,0.875,0.596
long cue,single feature,R_3JCuHa99Y2UioVU,0.938,1.51
long cue,single feature,R_3jSRUtmlwcSos3T,1,0.457
long cue,single feature,R_3jZIGhpufmzSmRG,0.75,1.71
long cue,single feature,R_3kANJhWZWQZHHzt,0.938,1.38
long cue,single feature,R_3kAQUBQH7gOE6L4,0.75,0.814
long cue,single feature,R_3koHaaGXSWbfZCH,1,0.764
long cue,single feature,R_3kq4Tx7qydJo7oB,0.875,1.72
long cue,single feature,R_3KxCDvIBCFGJlB2,0.875,0.783
long cue,single feature,R_3lQ7ThL8ft9I4Xd,1,0.576
long cue,single feature,R_3lQY2j5LMIXXK4u,0.875,0.758
long cue,single feature,R_3lxHPjKjHR4VSZX,0.875,0.933
long cue,single feature,R_3M5rXHlsQsfCfZ1,1,0.876
long cue,single feature,R_3NDueluChz5YLcK,0.875,1.26
long cue,single feature,R_3nGjakNTDKLeUI5,0.938,1.19
long cue,single feature,R_3nj6domOVc1jJjN,0.938,1.28
long cue,single feature,R_3NJrbvniVjhQgVe,0.813,1.28
long cue,single feature,R_3NUHxGL0DDAFsRc,0.938,1.09
long cue,single feature,R_3NV3o9ELxm8q0OB,1,0.625
long cue,single feature,R_3paGJTFEkF29ztH,0.813,0.579
long cue,single feature,R_3peQmhVVM6LZ8Rq,0.5,0.999
long cue,single feature,R_3PzqcG3ePjyMVoQ,1,0.731
long cue,single feature,R_3qU5FwC4OCJ7aqk,1,0.594
long cue,single feature,R_3Rl6FSFxxA5e8ma,1,0.878
long cue,single feature,R_3Rl6VEWOBQmKqU6,0.875,0.785
long cue,single feature,R_3RmwoIz93sstbuX,0.813,0.952
long cue,single feature,R_3svpurCda9KfwHp,0.938,0.762
long cue,single feature,R_3Vm6NBKASkpNULn,0.938,1.22
long cue,single feature,R_4MlrIKWtWMynXgJ,0.938,0.716
long cue,single feature,R_4V0pQt6VgkQw0lb,0.75,0.992
long cue,single feature,R_5zD75iREBKTihMt,1,0.84
long cue,single feature,R_6AkMGcTw5XpOoSd,0.938,1.3
long cue,single feature,R_87dG0u6RSBe8bpD,0.938,0.498
long cue,single feature,R_88lRNtWC8jzcvPr,0.938,0.898
long cue,single feature,R_9SIq53ZIw0UeCMp,0.938,0.894
long cue,single feature,R_9ZV7VYa4WgGSoPT,1,0.461
long cue,single feature,R_a8Keqoc6RqZXPj3,0.5,0.846
long cue,single feature,R_AFYcy8WqCbGhYSB,1,0.916
long cue,single feature,R_b1xBevGuDlgE5mp,0.938,0.712
long cue,single feature,R_bxcuLDEvGbOnKHT,0.5,1.21
long cue,single feature,R_ClZZ8iH4ih5ZuSd,0.875,1.74
long cue,single feature,R_dfYxqvX4G98rUXL,0.813,0.563
long cue,single feature,R_eKdyzfVrqfswb1n,0.875,1.62
long cue,single feature,R_esMmOCJbTcEsIq5,0.875,0.77
long cue,single feature,R_O0SCTkaxAB7vjA5,0.813,0.972
long cue,single feature,R_OBikbvVJp5ZcCOt,0.813,0.946
long cue,single feature,R_OjUO1JZhl881Wdr,0.938,0.586
long cue,single feature,R_OkxFT8Yi5pR6dsB,0.688,0.893
long cue,single feature,R_OPCfSDjGV5SHORr,1,0.621
long cue,single feature,R_pEoe2uY6YbOw3aF,0.938,0.44
long cue,single feature,R_PIpINaW6xp0qDD3,1,0.584
long cue,single feature,R_pK7U209871YpYIN,0.75,1.69
long cue,single feature,R_pngU1YVfrXpM6m5,1,0.605
long cue,single feature,R_PSSk558zgwsdfq1,0.938,0.949
long cue,single feature,R_pT8XhCOwudJrdq9,1,0.774
long cue,single feature,R_Pwhzf2X9FTJWwcp,0.875,0.65
long cue,single feature,R_qL4FaXWkk1AqEmt,0.688,1.36
long cue,single feature,R_QoG98GIXlyTTQCB,0.875,0.71
long cue,single feature,R_R838SwdXuvvg13j,1,0.836
long cue,single feature,R_rcHQpWAv7AbsluV,1,0.801
long cue,single feature,R_rkiqrtdH01X2Uz7,1,0.843
long cue,single feature,R_rpa23bPTMqxRuy5,0.875,1.31
long cue,single feature,R_RPRRh5b9RJjsLWF,0.938,2.42
long cue,single feature,R_RxCmnVP4h0M2Iet,0.938,0.996
long cue,single feature,R_SUAv0Djpf96vXsB,0.875,1.07
long cue,single feature,R_szedVFAI7mc8uqt,1,0.596
long cue,single feature,R_TjDuFk15r39Xrqh,0.938,0.645
long cue,single feature,R_u220n4MBxTrGIqB,1,0.786
long cue,single feature,R_uk7jLfoyyvrie5P,0.875,0.742
long cue,single feature,R_uk8lyne8BTwZWx3,1,0.554
long cue,single feature,R_vcRLjOIJganFB5L,0.813,0.657
long cue,single feature,R_vf2rDe2loSzFI4h,0.938,1.84
long cue,single feature,R_vMGeXCE2A7fFihP,0.938,1.21
long cue,single feature,R_VO1OFG6TLIlFTbj,1,0.961
long cue,single feature,R_voSsFXEsEVlpeMx,1,1.28
long cue,single feature,R_xaQjSryVetgbxMR,0.938,1.3
long cue,single feature,R_xiuZL8oQedG2nrb,0.938,0.572
long cue,single feature,R_Y3NmOCLnLbfmdRT,0.938,0.68
long cue,single feature,R_ykWwfg34VBujl0B,1,0.822
long cue,single feature,R_yPWVvpu60ycQ8P7,0.875,0.845
long cue,single feature,R_z0je8cRGh1eQ8Rb,0.938,0.63
long cue,single feature,R_Z9PxP0CExYG8397,0.75,0.567
long cue,single feature,R_ZahaFNCfOgy05xL,0.938,1.11
long cue,single feature,R_ZaxZDyOScZVjzz3,0.688,1.02
long cue,single feature,R_zZ3GrNWCcyKf98B,1,0.86
short cue,dual feature,R_08x3yfNtCFtgBYl,0.938,1.87
short cue,dual feature,R_0OmSAzFURsT3hND,0.938,0.732
short cue,dual feature,R_10ZPMCCzcV8FG6A,1,0.99
short cue,dual feature,R_12s68Ligswec1t3,0.938,0.532
short cue,dual feature,R_1BPAkPhD282eIwa,1,0.842
short cue,dual feature,R_1CDQa7qsN9RNzFH,1,1.13
short cue,dual feature,R_1CJcSTbRoTUCqgI,1,1.05
short cue,dual feature,R_1cUmxE0nB0eQ5tx,1,1.02
short cue,dual feature,R_1cUnP5PoHL3kGw8,1,1.13
short cue,dual feature,R_1cZYqPuI2ovCe8d,0.875,0.617
short cue,dual feature,R_1DuNzuDT2Ly6aYo,1,1.03
